"ref_id","source_seed","raw_citation","authors","title","year","doi","status","screening_paper_id","crossref_confidence","notes"
"snow_00388","OtoumAgenticSE2026","","B. Chen, F. Zhang, A. Nguyen, D. Zan, Z. Lin, J.-G. Lou, W. Chen","CodeT: Code generation with generated tests","2022","","excluded_via_snowball","hash:5975ae623a4e","0.589","extraction:llm;crossref_no_match"
"snow_00389","OtoumAgenticSE2026","","A. Bucaioni, H. Ekedahl, V. Helander, P. T. Nguyen","Programming with ChatGPT: How far can we go?","2024","10.1016/j.mlwa.2024.100526","excluded_via_snowball","doi:10.1016/j.mlwa.2024.100526","1.03","extraction:llm"
"snow_00390","OtoumAgenticSE2026|WangAgenticProg2025|WangAgentsSE2025","","N. Shinn, F. Cassano, E. Berman, A. Gopinath, K. Narasimhan, S. Yao","Reflexion: Language agents with verbal reinforcement learning","2023","10.52202/075280-0377","excluded_via_snowball","doi:10.52202/075280-0377","1.03","extraction:llm"
"snow_00391","OtoumAgenticSE2026","","A. Zhou, K. Yan, M. Shlapentokh-Rothman, H. Wang, Y.-X. Wang","Language agent tree search unifies reasoning acting and planning in language models","2023","","excluded_via_snowball","hash:f5f813a96fa4","0.483","extraction:llm;crossref_no_match"
"snow_00392","OtoumAgenticSE2026","","Z. Wrona, W. Buchwald, M. Ganzha, M. Paprzycki, F. Leon, N. Noor, C.-V. Pal","Overview of software agent platforms available in 2023","2023","10.1109/icse48619.2023.00181","already_in_corpus","","","extraction:llm"
"snow_00393","OtoumAgenticSE2026","","C.-T. Ho, H. Ren, B. Khailany","Verilog Coder: Autonomous verilog coding agents with graph-based planning and abstract syntax tree (AST)-based waveform tracing tool","2025","10.1609/aaai.v39i1.32007","excluded_via_snowball","doi:10.1609/aaai.v39i1.32007","0.963","extraction:llm"
"snow_00394","OtoumAgenticSE2026","","D. Huang, Q. Bu, Y. Qing, H. Cui","CodeCoT: Tackling code syntax errors in CoT reasoning for code generation","2023","","excluded_via_snowball","hash:9d3cd6019a0b","0.439","extraction:llm;crossref_no_match"
"snow_00395","OtoumAgenticSE2026","","G. Yang, Y. Zhou, X. Chen, X. Zhang, T. Y. Zhuo, T. Chen","Chain-of-thought in neural code generation","","","excluded_via_snowball","hash:2284a59bebca","0.734","extraction:llm;crossref_no_match"
"snow_00396","OtoumAgenticSE2026","","D. Hussein","Usability of LLMs for Assisting Software Engineering: A Literature Review","2024","","excluded_via_snowball","hash:03129f95f302","0.375","extraction:llm;crossref_no_match"
"snow_00397","OtoumAgenticSE2026","","C. Sengul, R. Neykova, G. Destefanis","Software engineering education in the era of conversational AI: Current trends and future directions","2024","10.3389/frai.2024.1436350","excluded_via_snowball","doi:10.3389/frai.2024.1436350","1.03","extraction:llm"
"snow_00398","OtoumAgenticSE2026","","C. Sengul, R. Neykova, G. Destefanis","Software engineering education in the era of conversational AI: Current trends and future directions","2023","arxiv:2308.08784","excluded_via_snowball","doi:arxiv:2308.08784","","extraction:llm"
"snow_00399","OtoumAgenticSE2026","","A. Nguyen-Duc, B. Cabrero-Daniel, A. Przybylek, C. Arora, D. Khanna, T. Herda, U. Rafiq, J. Melegati, E. Guerra, K.-K. Kemell, M. Saari","Generative artificial intelligence for software engineering—A research agenda","2025","10.1002/spe.70005","already_in_corpus","","","extraction:llm"
"snow_00400","OtoumAgenticSE2026|WangAgenticProg2025|WangAgentsSE2025","","J. Li, G. Li, Y. Li, Z. Jin","Structured chain-of-thought prompting for code generation","2025","10.1145/3690635","already_in_corpus","","","extraction:llm"
"snow_00401","OtoumAgenticSE2026","","S. Zhang, Z. Chen, Y. Shen, M. Ding, J. B. Tenenbaum, C. Gan","Planning with large language models for code generation","2023","arxiv:2303.05510","excluded_via_snowball","doi:arxiv:2303.05510","","extraction:llm"
"snow_00402","OtoumAgenticSE2026|WangAgenticProg2025|WangAgentsSE2025","","D. Huang, J. M. Zhang, M. Luck, Q. Bu, Y. Qing, H. Cui","AgentCoder: Multi-Agent-based code generation with iterative testing and optimisation","2023","arxiv:2312.13010","excluded_via_snowball","doi:arxiv:2312.13010","","extraction:llm"
"snow_00403","OtoumAgenticSE2026","","S. Kang, J. Yoon, S. Yoo","Large language models are few-shot testers: Exploring LLM-based general bug reproduction","2022","arxiv:2209.11515","excluded_via_snowball","doi:arxiv:2209.11515","","extraction:llm"
"snow_00404","OtoumAgenticSE2026","","A. Ni, S. Iyer, D. Radev, V. Stoyanov, W.-t. Yih, S. I. Wang, X. V. Lin","LEVER: Learning to verify language-to-code generation with execution","2023","","excluded_via_snowball","hash:af8c83a70f2f","0.386","extraction:llm;crossref_no_match"
"snow_00405","OtoumAgenticSE2026","","X. Chen, M. Lin, N. Schärli, D. Zhou","Teaching large language models to self-debug","2023","arxiv:2304.05128","excluded_via_snowball","doi:arxiv:2304.05128","","extraction:llm"
"snow_00406","OtoumAgenticSE2026","","N. Otoum, N. Elkhalili","Methods and Techniques of ASE: A Systematic Literature Review","","","excluded_via_snowball","hash:00147ec20dd7","0.804","extraction:llm;crossref_no_match"
"snow_00407","OtoumAgenticSE2026","","Y. Yang, X. Xia, D. Lo, J. Grundy","A survey on deep learning for software engineering","2022","10.1145/3505243","excluded_via_snowball","doi:10.1145/3505243","","extraction:llm"
"snow_00408","OtoumAgenticSE2026","","K. B. Ooi, G. W. H. Tan, M. Al-Emran, M. A. Al-Sharafi, A. Capatina, A. Chakraborty, others, L. W. Wong","The potential of generative artificial intelligence across disciplines: Perspectives and future directions","2025","10.1080/08874417.2023.2261010","excluded_via_snowball","doi:10.1080/08874417.2023.2261010","1.0","extraction:llm"
"snow_00409","OtoumAgenticSE2026","","Z. Rasheed, M. A. Sami, K.-K. Kemell, M. Waseem, M. Saari, K. Systä, P. Abrahamsson","CodePori: Large-scale system for autonomous software development using multi-agent technology","2024","arxiv:2402.01411","excluded_via_snowball","doi:arxiv:2402.01411","","extraction:llm"
"snow_00410","OtoumAgenticSE2026","","X. Wang et al.","OpenHands: An open platform for AI software developers as generalist agents","2024","arxiv:2407.16741","excluded_via_snowball","doi:arxiv:2407.16741","","extraction:llm"
"snow_00411","OtoumAgenticSE2026","","Z. Wu, C. Han, Z. Ding, Z. Weng, Z. Liu, S. Yao, T. Yu, L. Kong","OS-copilot: Towards generalist computer agents with self-improvement","2024","arxiv:2402.07456","excluded_via_snowball","doi:arxiv:2402.07456","","extraction:llm"
"snow_00412","OtoumAgenticSE2026","","Y. Wang, W. Zhong, Y. Huang, E. Shi, M. Yang, J. Chen, H. Li, Y. Ma, Q. Wang, Z. Zheng","Agents in software engineering: Survey, landscape, and vision","2025","10.1007/s10515-025-00544-2","excluded_via_snowball","doi:10.1007/s10515-025-00544-2","","extraction:llm"
"snow_00413","OtoumAgenticSE2026","","W. Murphy, N. Holzer, F. Qiao, L. Cui, R. Rothkopf, N. Koenig, M. Santolucito","Combining LLM code generation with formal specifications and reactive program synthesis","2024","arxiv:2410.19736","excluded_via_snowball","doi:arxiv:2410.19736","","extraction:llm"
"snow_00414","OtoumAgenticSE2026","","C. Ebert, P. Louridas","Generative AI for software practitioners","2023","10.1109/ms.2023.3265877","already_in_corpus","","","extraction:llm"
"snow_00415","OtoumAgenticSE2026","","L.-Y. Leong, T.-S. Hew, K.-B. Ooi, G. W.-H. Tan, A. Koohang","Generative AI: Current status and future directions","2025","10.1080/08874417.2025.2482571","excluded_via_snowball","doi:10.1080/08874417.2025.2482571","","extraction:llm"
"snow_00416","OtoumAgenticSE2026","","V. C. Storey, W. T. Yue, J. L. Zhao, R. Lukyanenko","Generative artificial intelligence: Evolving technology, growing societal impact, and opportunities for information systems research","2025","10.1007/s10796-025-10581-7","excluded_via_snowball","doi:10.1007/s10796-025-10581-7","","extraction:llm"
"snow_00417","WangAgenticProg2025","","","Agent-to-Agent (A2A) Protocol","2025","","excluded_via_snowball","hash:8d8c13c83e7a","0.802","extraction:llm;crossref_no_match"
"snow_00418","WangAgenticProg2025","","","Apache Maven: Project Management Tool","2025","","excluded_via_snowball","hash:8a2ef825e74b","0.548","extraction:llm;crossref_no_match"
"snow_00419","WangAgenticProg2025","","","Black: The uncompromising Python code formatter","2025","","excluded_via_snowball","hash:320be0919b8b","0.433","extraction:llm;crossref_no_match"
"snow_00420","WangAgenticProg2025","","","Claude Opus 4","2025","","excluded_via_snowball","hash:74598ba4bfb1","0.436","extraction:llm;crossref_no_match"
"snow_00421","WangAgenticProg2025","","","Cargo: Rust’s package manager and build system","2025","","excluded_via_snowball","hash:4c9597b52e22","0.354","extraction:llm;crossref_no_match"
"snow_00422","WangAgenticProg2025","","","Checkmarx","2025","","excluded_via_snowball","hash:1332749cbd8a","0.333","extraction:llm;crossref_no_match"
"snow_00423","WangAgenticProg2025","","","Clang: a C language family frontend for LLVM","2025","","excluded_via_snowball","hash:4534200f1a4c","0.365","extraction:llm;crossref_no_match"
"snow_00424","WangAgenticProg2025","","","CMake: Cross-Platform Make","2025","","excluded_via_snowball","hash:65618ebd14fa","0.474","extraction:llm;crossref_no_match"
"snow_00425","WangAgenticProg2025","","","Continue","2025","","excluded_via_snowball","hash:141d7725b2e6","0.707","extraction:llm;crossref_no_match"
"snow_00426","WangAgenticProg2025","","","Cursor","2025","10.1007/springerreference_11472","excluded_via_snowball","doi:10.1007/springerreference_11472","1.0","extraction:llm"
"snow_00427","WangAgenticProg2025","","","Devika","2025","","excluded_via_snowball","hash:1f1818e06558","0.03","extraction:llm;crossref_no_match"
"snow_00428","WangAgenticProg2025","","","ESLint: Find and fix problems in your JavaScript code","2025","","excluded_via_snowball","hash:645d4cec9817","0.619","extraction:llm;crossref_no_match"
"snow_00429","WangAgenticProg2025","","","flake8: the modular source code checker","2025","","excluded_via_snowball","hash:847106d4afb0","0.548","extraction:llm;crossref_no_match"
"snow_00430","WangAgenticProg2025","","","GDB: The GNU Project Debugger","2025","","excluded_via_snowball","hash:ee8746d11164","0.516","extraction:llm;crossref_no_match"
"snow_00431","WangAgenticProg2025","","","Git: Distributed version control system","2025","","excluded_via_snowball","hash:195183444f55","0.775","extraction:llm;crossref_no_match"
"snow_00432","WangAgenticProg2025","","","GNU Compiler Collection (GCC)","2025","","excluded_via_snowball","hash:10454c8fcfd0","0.756","extraction:llm;crossref_no_match"
"snow_00433","WangAgenticProg2025","","","GNU Make","2025","","excluded_via_snowball","hash:f1b910d6683a","0.707","extraction:llm;crossref_no_match"
"snow_00434","WangAgenticProg2025","","","Google Jules","2025","","excluded_via_snowball","hash:fced9532f4f0","0.535","extraction:llm;crossref_no_match"
"snow_00435","WangAgenticProg2025","","","IntelliSense","2025","","excluded_via_snowball","hash:78e16c8ed268","0.316","extraction:llm;crossref_no_match"
"snow_00436","WangAgenticProg2025","","","javac: The Java Compiler","2025","","excluded_via_snowball","hash:74470b26cdb2","0.75","extraction:llm;crossref_no_match"
"snow_00437","WangAgenticProg2025","","","Jest: Delightful JavaScript Testing","2025","","excluded_via_snowball","hash:4f480d3de6ac","0.5","extraction:llm;crossref_no_match"
"snow_00438","WangAgenticProg2025","","","Language Server Protocol","2025","10.32614/cran.package.languageserver","excluded_via_snowball","doi:10.32614/cran.package.languageserver","0.866","extraction:llm"
"snow_00439","WangAgenticProg2025","","","LLDB Debugger","2025","","excluded_via_snowball","hash:305c440e6c13","0.707","extraction:llm;crossref_no_match"
"snow_00440","WangAgenticProg2025","","","Mocha: JavaScript test framework","2025","","excluded_via_snowball","hash:8b5ddb31f618","0.612","extraction:llm;crossref_no_match"
"snow_00441","WangAgenticProg2025","","","Model Context Protocol (MCP)","2025","10.17504/protocols.io.3byl46ebzgo5/v1","excluded_via_snowball","doi:10.17504/protocols.io.3byl46ebzgo5/v1","0.924","extraction:llm"
"snow_00442","WangAgenticProg2025","","","npm: Node Package Manager","2025","","excluded_via_snowball","hash:09babde7169a","0.567","extraction:llm;crossref_no_match"
"snow_00443","WangAgenticProg2025","","","Open Devin","2025","","excluded_via_snowball","hash:ea57af9b3944","0.707","extraction:llm;crossref_no_match"
"snow_00444","WangAgenticProg2025","","","pdb—The Python Debugger","2025","","excluded_via_snowball","hash:359dea9823d9","0.354","extraction:llm;crossref_no_match"
"snow_00445","WangAgenticProg2025","","","pip: The Python Package Installer","2025","","excluded_via_snowball","hash:25ea1c050585","0.662","extraction:llm;crossref_no_match"
"snow_00446","WangAgenticProg2025","","","Prettier: An opinionated code formatter","2025","","excluded_via_snowball","hash:c1430218a7c0","0.447","extraction:llm;crossref_no_match"
"snow_00447","WangAgenticProg2025","","","Pyright: Fast type checker for Python","2025","","excluded_via_snowball","hash:f6a1ddf6665a","0.501","extraction:llm;crossref_no_match"
"snow_00448","WangAgenticProg2025","","","pytest: simple powerful testing with Python","2025","","excluded_via_snowball","hash:947d4eb70cfe","0.471","extraction:llm;crossref_no_match"
"snow_00449","WangAgenticProg2025","","","tsserver: TypeScript language server","2025","","excluded_via_snowball","hash:f3daa57e0ffd","0.577","extraction:llm;crossref_no_match"
"snow_00450","WangAgenticProg2025","","","TypeScript Compiler (tsc)","2025","","excluded_via_snowball","hash:9034f24c665d","0.816","extraction:llm;crossref_no_match"
"snow_00451","WangAgenticProg2025","","","unittest—Unit testing framework (Python)","2025","","excluded_via_snowball","hash:ee7457da37a2","0.6","extraction:llm;crossref_no_match"
"snow_00452","WangAgenticProg2025","","","Visual Studio Code","2025","10.1007/978-1-4842-6901-5_5","excluded_via_snowball","doi:10.1007/978-1-4842-6901-5_5","0.866","extraction:llm"
"snow_00453","WangAgenticProg2025","","","Yarn: Fast, reliable, and secure dependency management","2025","","excluded_via_snowball","hash:a43b0a269dc8","0.617","extraction:llm;crossref_no_match"
"snow_00454","WangAgenticProg2025","","Emmanuel Abbe, Samy Bengio, Aryo Lotfi, Colin Sandon, Omid Saremi","How far can transformers reason? the globality barrier and inductive scratchpad","2024","10.52202/079017-0874","excluded_via_snowball","doi:10.52202/079017-0874","1.03","extraction:llm"
"snow_00455","WangAgenticProg2025","","Deepak Bhaskar Acharya, Karthigeyan Kuppan, B Divya","Agentic ai: Autonomous intelligence for complex goals – a comprehensive survey","2025","10.1109/access.2025.3532853","excluded_via_snowball","doi:10.1109/access.2025.3532853","1.03","extraction:llm"
"snow_00456","WangAgenticProg2025","","Alfred V. Aho, Monica S. Lam, Ravi Sethi, Jeffrey D. Ullman","Compilers: Principles, Techniques, and Tools (2nd Edition)","2006","","excluded_via_snowball","hash:7e3248e78e78","0.283","extraction:llm;crossref_no_match"
"snow_00457","WangAgenticProg2025","","Nadia Alshahwan, Jubin Chheda, Anastasia Finogenova, Beliz Gokkaya, Mark Harman, Inna Harper, Alexandru Marginean, Shubho Sengupta, Eddy Wang","Automated Unit Test Improvement using Large Language Models at Meta (FSE 2024)","2024","10.1145/3663529.3663839","already_in_corpus","","","extraction:llm"
"snow_00458","WangAgenticProg2025","","Amazon","Amazon SageMaker","2025","","excluded_via_snowball","hash:93a81a3f4e56","0.316","extraction:llm;crossref_no_match"
"snow_00459","WangAgenticProg2025","","Amazon Web Services","Amazon Q Developer: The most capable generative AI–powered assistant for software development","2025","","excluded_via_snowball","hash:c70972055e63","0.293","extraction:llm;crossref_no_match"
"snow_00460","WangAgenticProg2025","","Reza Yazdani Aminabadi, Samyam Rajbhandari, Ammar Ahmad Awan, Cheng Li, Du Li, Elton Zheng, Olatunji Ruwase, Shaden Smith, Minjia Zhang, Jeff Rasley, et al.","Deepspeed-inference: enabling efficient inference of transformer models at unprecedented scale","","10.1109/sc41404.2022.00051","excluded_via_snowball","doi:10.1109/sc41404.2022.00051","1.0","extraction:llm"
"snow_00461","WangAgenticProg2025","","Rohan Anil, Sebastian Borgeaud, et al.","Gemini: A Family of Highly Capable Multimodal Models","2023","arxiv:2312.11805","excluded_via_snowball","doi:arxiv:2312.11805","","extraction:llm"
"snow_00462","WangAgenticProg2025","","Jason Ansel, Shoaib Kamil, Kalyan Veeramachaneni, Jonathan Ragan-Kelley, Jeffrey Bosboom, Una-May O’Reilly, Saman Amarasinghe","Opentuner: An extensible framework for program autotuning","","","excluded_via_snowball","hash:2b4efc0f583a","0.378","extraction:llm;crossref_no_match"
"snow_00463","WangAgenticProg2025","","Anthropic","Introducing the Model Context Protocol (MCP)","2024","","excluded_via_snowball","hash:365a213d6b1a","","extraction:llm;crossref_no_match"
"snow_00464","WangAgenticProg2025","","Anthropic","Introducing the next generation of Claude","2024","","excluded_via_snowball","hash:b5cd8f6dfcde","","extraction:llm;crossref_no_match"
"snow_00465","WangAgenticProg2025","","Anthropic","Claude Code: Command-Line Interface Reference","2025","","excluded_via_snowball","hash:a17ad9487683","","extraction:llm;crossref_no_match"
"snow_00466","WangAgenticProg2025","","Anthropic","Model Context Protocol (MCP) Specification","2025","","excluded_via_snowball","hash:8f702d685fca","","extraction:llm;crossref_no_match"
"snow_00467","WangAgenticProg2025","","Amir H. Ashouri, William Killian, John Cavazos, Gianluca Palermo, Cristina Silvano","A Survey on Compiler Autotuning using Machine Learning","2018","10.1145/3197978","excluded_via_snowball","doi:10.1145/3197978","1.03","extraction:llm"
"snow_00468","WangAgenticProg2025","","Zhangqian Bi, Yao Wan, Zheng Wang, Hongyu Zhang, Batu Guan, Fangxin Lu, Zili Zhang, Yulei Sui, Hai Jin, Xuanhua Shi","Iterative Refinement of Project-Level Code Context for Precise Code Generation with Compiler Feedback","2024","10.18653/v1/2024.findings-acl.138","excluded_via_snowball","doi:10.18653/v1/2024.findings-acl.138","1.03","extraction:llm"
"snow_00469","WangAgenticProg2025","","Islem Bouzenia, Premkumar Devanbu, Michael Pradel","Repair agent: An autonomous, llm-based agent for program repair","2024","arxiv:2403.17134","excluded_via_snowball","doi:arxiv:2403.17134","","extraction:llm"
"snow_00470","WangAgenticProg2025","","Marcel Bruch, Martin Monperrus, Mira Mezini","Learning from examples to improve code completion systems","2009","10.1145/1595696.1595728","excluded_via_snowball","doi:10.1145/1595696.1595728","","extraction:llm"
"snow_00471","WangAgenticProg2025","","Linzheng Chai, Shukai Liu, Jian Yang, Yuwei Yin, Ke Jin, Jiaheng Liu, Tao Sun, Ge Zhang, Changyu Ren, Hongcheng Guo, et al.","Mceval: Massively multilingual code evaluation","2024","arxiv:2406.07436","excluded_via_snowball","doi:arxiv:2406.07436","","extraction:llm"
"snow_00472","WangAgenticProg2025","","Chi-Chih Chang, Wei-Cheng Lin, Chien-Yu Lin, Chong-Yan Chen, Yu-Fang Hu, Pei-Shuo Wang, Ning-Chi Huang, Luis Ceze, Mohamed S Abdelfattah, Kai-Chiang Wu","Palu: KV-Cache Compression with Low-Rank Projection","2025","","excluded_via_snowball","hash:a02fb55fda9a","0.447","extraction:llm;crossref_no_match"
"snow_00473","WangAgenticProg2025","","Justin Chih-Yao Chen, Archiki Prasad, Swarnadeep Saha, Elias Stengel-Eskin, Mohit Bansal","Magicore: Multi-agent, iterative, coarse-to-fine refinement for reasoning","2024","arxiv:2409.12147","excluded_via_snowball","doi:arxiv:2409.12147","","extraction:llm"
"snow_00474","WangAgenticProg2025","","Tianqi Chen, Thierry Moreau, Ziheng Jiang, Lianmin Zheng, Eddie Yan, Haichen Shen, Meghan Cowan, Leyuan Wang, Yuwei Hu, Luis Ceze, et al.","{TVM}: An automated {End-to-End} optimizing compiler for deep learning","2018","","excluded_via_snowball","hash:30cbce7fb37f","0.615","extraction:llm;crossref_no_match"
"snow_00475","WangAgenticProg2025|WangAgentsSE2025","","Colin B. Clement, Dawn Drain, Jonathan Timcheck, Alexey Svyatkovskiy, Neel Sundaresan","PyMT5: Multi-Mode Translation of Natural Language and Python Code with Transformers","2020","10.18653/v1/2020.emnlp-main.728","excluded_via_snowball","doi:10.18653/v1/2020.emnlp-main.728","1.03","extraction:llm"
"snow_00476","WangAgenticProg2025","","","AutoML Solutions","2025","","excluded_via_snowball","hash:810eb5ebd442","0.392","extraction:llm;crossref_no_match"
"snow_00477","WangAgenticProg2025","","","Google Cloud CLI Documentation","2025","","excluded_via_snowball","hash:3d548658315d","0.567","extraction:llm;crossref_no_match"
"snow_00478","WangAgenticProg2025","","Tristan Coignion, Clément Quinton, Romain Rouvoy","A Performance Study of LLM-Generated Code on Leetcode","2024","10.1145/3661167.3661221","excluded_via_snowball","doi:10.1145/3661167.3661221","1.03","extraction:llm"
"snow_00479","WangAgenticProg2025","","Antonia Creswell, Murray Shanahan","Faithful reasoning using large language models","2022","arxiv:2208.14271","excluded_via_snowball","doi:arxiv:2208.14271","","extraction:llm"
"snow_00480","WangAgenticProg2025","","Inc. Cursor","Cursor: The AI Code Editor","2023","","excluded_via_snowball","hash:10073c5da17a","","extraction:llm;crossref_no_match"
"snow_00481","WangAgenticProg2025","","Mehul Damani, Idan Shenfeld, Andi Peng, Andreea Bobu, Jacob Andreas","Learning how hard to think: Input-adaptive allocation of lm computation","2024","arxiv:2410.04707","excluded_via_snowball","doi:arxiv:2410.04707","","extraction:llm"
"snow_00482","WangAgenticProg2025","","Edoardo Debenedetti, Jie Zhang, Mislav Balunović, Luca Beurer-Kellner, Marc Fischer, Florian Tramèr","Agent Dojo: A Dynamic Environment to Evaluate Prompt Injection Attacks and Defenses for LLM Agents","2024","arxiv:2406.13352","excluded_via_snowball","doi:arxiv:2406.13352","","extraction:llm"
"snow_00483","WangAgenticProg2025","","Gelei Deng, Yi Liu, Víctor Mayoral-Vilches, Peng Liu, Yuekang Li, Yuan Xu, Tianwei Zhang, Yang Liu, Martin Pinzger, Stefan Rass","PentestGPT: An LLM-empowered Automatic Penetration Testing Tool","2024","arxiv:2308.06782","excluded_via_snowball","doi:arxiv:2308.06782","","extraction:llm"
"snow_00484","WangAgenticProg2025","","Darshan Deshpande, Varun Gangal, Hersh Mehta, Jitin Krishnan, Anand Kannappan, Rebecca Qian","TRAIL: Trace Reasoning and Agentic Issue Localization","2025","arxiv:2505.08638","excluded_via_snowball","doi:arxiv:2505.08638","","extraction:llm"
"snow_00485","WangAgenticProg2025","","devgpt-labs","DevGPT: Transform Jira tickets straight into code","2024","","excluded_via_snowball","hash:60a00395d264","0.161","extraction:llm;crossref_no_match"
"snow_00486","WangAgenticProg2025","","Jacob Devlin, Jonathan Uesato, Surya Bhupatiraju, Rishabh Singh, Abdel-rahman Mohamed, Pushmeet Kohli","Robust fill: Neural program learning under noisy i/o","2017","","excluded_via_snowball","hash:c2762f6cedbf","0.211","extraction:llm;crossref_no_match"
"snow_00487","WangAgenticProg2025","","Jiayu Ding, Shuming Ma, Li Dong, Xingxing Zhang, Shaohan Huang, Wenhui Wang, Nanning Zheng, Furu Wei","Longnet: Scaling transformers to 1,000,000,000 tokens","2023","arxiv:2307.02486","excluded_via_snowball","doi:arxiv:2307.02486","","extraction:llm"
"snow_00488","WangAgenticProg2025","","Yiran Ding, Li Lyna Zhang, Chengruidong Zhang, Yuanyuan Xu, Ning Shang, Jiahang Xu, Fan Yang, Mao Yang","Longrope: Extending llm context window beyond 2 million tokens","2024","arxiv:2402.13753","excluded_via_snowball","doi:arxiv:2402.13753","","extraction:llm"
"snow_00489","WangAgenticProg2025","","Zhihua Duan, Jialin Wang","Exploration of llm multi-agent application implementation based on lang graph + crewai","2024","arxiv:2411.18241","excluded_via_snowball","doi:arxiv:2411.18241","","extraction:llm"
"snow_00490","WangAgenticProg2025","","Shubhang Shekhar Dvivedi, Vyshnav Vijay, Sai Leela Rahul Pujari, Shoumik Lodh, Dhruv Kumar","A comparative analysis of large language models for code documentation generation","2024","10.1145/3664646.3664765","excluded_via_snowball","doi:10.1145/3664646.3664765","1.03","extraction:llm"
"snow_00491","WangAgenticProg2025","","Zachary Englhardt, Richard Li, Dilini Nissanka, Zhihan Zhang, Girish Narayanswamy, Joseph Breda, Xin Liu, Shwetak Patel, Vikram Iyer","Exploring and characterizing","","","excluded_via_snowball","hash:dd20d60617a3","0.617","extraction:llm;crossref_no_match"
"snow_00492","WangAgenticProg2025","","Zachary Englhardt, Richard Li, Dilini Nissanka, Zhihan Zhang, Girish Narayanswamy, Joseph Breda, Xin Liu, Shwetak Patel, Vikram Iyer","Exploring and characterizing large language models for embedded system development and debugging","2024","10.1145/3613905.3650764","already_in_corpus","","1.03","extraction:llm"
"snow_00493","WangAgenticProg2025","","Gheorghe Comanici et al.","Gemini 2.5: Pushing the Frontier with Advanced Reasoning, Multimodality, Long Context, and Next Generation Agentic Capabilities","2025","arxiv:2507.06261","excluded_via_snowball","doi:arxiv:2507.06261","","extraction:llm"
"snow_00494","WangAgenticProg2025","","Sarah Fakhoury, Aaditya Naik, Georgios Sakkas, Saikat Chakraborty, Shuvendu K. Lahiri","LLM-based test-driven interactive code generation: User study and empirical evaluation","2024","10.1109/tse.2024.3428972","already_in_corpus","","1.03","extraction:llm"
"snow_00495","WangAgenticProg2025","","Zhiyu Fan, Xiang Gao, Martin Mirchev, Abhik Roychoudhury, Shin Hwei Tan","Automated repair of programs from large language models","2023","10.1109/icse48619.2023.00128","excluded_via_snowball","doi:10.1109/icse48619.2023.00128","1.03","extraction:llm"
"snow_00496","WangAgenticProg2025","","Matthias Feurer, Aaron Klein, Katharina Eggensperger, Jost Springenberg, Manuel Blum, Frank Hutter","Efficient and robust automated machine learning","2015","10.1007/978-3-030-05318-5_6","excluded_via_snowball","doi:10.1007/978-3-030-05318-5_6","0.866","extraction:llm"
"snow_00497","WangAgenticProg2025","","Yao Fu, Leyang Xue, Yeqi Huang, Andrei-Octavian Brabete, Dmitrii Ustiugov, Yuvraj Patel, Luo Mai","{Serverless LLM}: {Low-Latency} serverless inference for large language models","2024","","excluded_via_snowball","hash:490977e42fa7","0.456","extraction:llm;crossref_no_match"
"snow_00498","WangAgenticProg2025","","Yunfan Gao, Yun Xiong, Xinyu Gao, Kangxiang Jia, Jinliu Pan, Yuxi Bi, Yixin Dai, Jiawei Sun, Haofen Wang","Retrieval-augmented generation for large language models: A survey","2023","","excluded_via_snowball","hash:fd23beae618f","0.647","extraction:llm;crossref_no_match"
"snow_00499","WangAgenticProg2025","","GitHub","Introducing GitHub Copilot: your AI pair programmer","2021","https://github.blog/2021-06-29-introducing-github-copilot-ai-pair-programmer/","excluded_via_snowball","doi:https://github.blog/2021-06-29-introducing-github-copilot-ai-pair-programmer/","","extraction:llm"
"snow_00500","WangAgenticProg2025","","GitHub","Understanding GitHub Actions","2025","https://docs.github.com/articles/getting-started-with-github-actions","excluded_via_snowball","doi:https://docs.github.com/articles/getting-started-with-github-actions","","extraction:llm"
"snow_00501","WangAgenticProg2025","","Jingzhi Gong and Tao Chen","Deep Configuration Performance Learning: A Systematic Survey and Taxonomy","2024","10.1145/3702986","excluded_via_snowball","doi:10.1145/3702986","1.03","extraction:llm"
"snow_00502","WangAgenticProg2025","","Jingzhi Gong, Vardan Voskanyan, Paul Brookes, Fan Wu, Wei Jie, Jie Xu, Rafail Giavrimis, Mike Basios, Leslie Kanthan, Zheng Wang","Language models for code optimization: Survey, challenges and future directions","2025","arxiv:2501.01277","excluded_via_snowball","doi:arxiv:2501.01277","","extraction:llm"
"snow_00503","WangAgenticProg2025","","Google","gRPC: A High Performance, Open-Source Universal RPC Framework","2015","https://grpc.io/","excluded_via_snowball","doi:https://grpc.io/","","extraction:llm"
"snow_00504","WangAgenticProg2025","","Sumit Gulwani, Oleksandr Polozov, Rishabh Singh et al.","Program synthesis","2017","10.3233/978-1-61499-385-8-43","excluded_via_snowball","doi:10.3233/978-1-61499-385-8-43","1.0","extraction:llm"
"snow_00505","WangAgenticProg2025","","Daya Guo, Dejian Yang, Haowei Zhang, Junxiao Song, Ruoyu Zhang, Runxin Xu, Qihao Zhu, Shirong Ma, Peiyi Wang, Xiao Bi et al.","Deepseek-r1: Incentivizing reasoning capability in LLMs via reinforcement learning","2025","arxiv:2501.12948","excluded_via_snowball","doi:arxiv:2501.12948","","extraction:llm"
