"paper_id","passage_id","in_vivo_code","descriptive_code","coder_notes"
"doi:10.1145/3674805.3690746","P001","migrate a client application","API migration",""
"doi:10.1145/3674805.3690746","P002","best results are achieved by the One-Shot prompt","One-shot prompt superiority",""
"doi:10.1145/3674805.3690746","P003","inability to use Python’s typing feature","Zero-shot type typing failure",""
"doi:10.1145/3674805.3690746","P004","migrated correctly","Successful code migration",""
"doi:10.1145/3678719.3685691","P001","assisted by ChatGPT","ChatGPT test generation",""
"doi:10.1145/3678719.3685691","P002","reduces the time required","Development time reduction",""
"doi:10.1145/3643795.3648393","P001","majority perceived value","Perceived Usefulness",""
"doi:10.1145/3643795.3648377","P002","integration in the development workflow remains mostly shallow","Shallow workflow integration","Participants use the tools but they are not deeply embedded into their standard processes."
"doi:10.1145/3643795.3648377","P003","Contradicting observations about speed-ups","Inconsistent productivity gains","Mixed experiences regarding the actual time saved by using AI tools."
"doi:10.1515/labmed-2024-0034","P001","experiment with the wording and language","Prompt engineering","Users had to iteratively adjust their prompt language to get functional code."
"doi:10.1515/labmed-2024-0034","P002","resolved with the help of ChatGPT","Iterative AI debugging","Using the conversational agent to fix the errors it originally introduced."
"doi:10.1515/labmed-2024-0034","P003","compensated for our lack of skills","Skill gap mitigation","Allowed domain experts to act as citizen developers."
"doi:10.1515/labmed-2024-0034","P004","exchanged 135,615 words","High interaction volume","Shows the extensive communication needed for application development via chat."
"doi:10.1145/3650212.3652142","P001","building their trust in our recommendations","trust calibration issues","Users spent excess time verifying correct AI suggestions due to initial lack of trust."
"doi:10.1145/3650212.3652142","P002","mitigate the efforts in finding the cross-file code duplication","reduced search effort","Tool helped locate areas requiring subsequent edits across files."
"doi:10.1145/3650212.3652142","P003","modify the edit content with their own interpretation","manual interference causes errors","Human modifications to AI suggestions introduced bugs, leading to compounding errors in future generations."
"doi:10.1145/3650212.3680368","P001","adaptively learns from the code execution results","Iterative execution-based refinement",""
"doi:10.1145/3650212.3680368","P002","detected 18 Python type errors","Runtime error detection",""
"doi:10.1145/3650212.3680368","P003","rapidly increased after the initial two interactions","Benefits of multi-turn iterations",""
"doi:10.1145/3650212.3680355","P001","API usage inference","API inference capability","Identifies model's ability to infer usage syntax directly from context"
"doi:10.1145/3650212.3680355","P002","struggle to generate fuzz drivers which require complex API usage specifics","Struggle with complex usages",""
"doi:10.1145/3650212.3680355","P003","step-by-step, divide-and-conquer approach","Iterative prompt refinement","Highlights the utility of an iterative workflow for complex generation tasks"
"doi:10.1145/3643795.3648379","P001","getting started on the project","Overcoming learning curve","AI used as a scaffolding tool early in the project"
"doi:10.1145/3643795.3648379","P002","more skilled in coding were more inclined to use AI","Skill-dependent tool adoption","Contrary to expectations, less skilled users avoided the tool due to cognitive overhead of verification"
"doi:10.1145/3643795.3648379","P003","needed extra human intervention","Manual code refinement","Copilot specifically required manual adjustments by students"
"doi:10.1145/3643795.3648379","P004","no significant difference in the quality and correctness","Code quality parity","AI generated code didn't negatively impact the final codebase quality, but didn't vastly improve structural correctness overall either"
"doi:10.1145/3643795.3648396","P001","novel avenue for unit test script generation","LLMs for unit testing",""
"doi:10.1145/3643795.3648396","P002","assertions generated by ChatGPT for some categories were incorrect","Incorrect assertions generated","Challenges with accuracy of AI-generated tests"
"doi:10.1145/3643795.3648396","P003","iteratively prompt ChatGPT to improve the coverage","Iterative prompting technique",""
"doi:10.1145/3643787.3648032","P001","translating visual properties","Visual test generation",""
"doi:10.1145/3643787.3648032","P002","assertions derived from visual properties","LLM visual comprehension",""
"doi:10.1145/3643787.3648032","P003","reducing the likelihood of errors","Automated validation benefit",""
"doi:10.1145/3643787.3648032","P004","interpreting a wide range of visual patterns","Visual parsing complexity",""
"doi:10.1145/3663529.3663839","P001","recommends fully formed software improvements","Complete diff recommendation",""
"doi:10.1145/3663529.3663839","P002","recommended at diff time","Just-in-time recommendation",""
"doi:10.1145/3663529.3663839","P003","73% of TestGen-LLM test improvements were accepted","High developer acceptance",""
"doi:10.1145/3663529.3663839","P004","almost identical tests for the same prompt","LLM output self-plagiarism","Tool occasionally generated duplicate tests, posing a challenge for diversity in test generation."
"doi:10.1145/3643690.3648236","P001","contribute to the creative and problem-solving aspects","Creative problem-solving","Shift from mere task execution to ideation and problem-solving partner."
"doi:10.1145/3643690.3648236","P002","define clear roles","Role allocation","Developers assign specific cognitive roles to the AI vs the traditional IDE."
"doi:10.1145/3643690.3648236","P003","breaking down complex programming concepts","Concept simplification","AI acts as a tutor or summarizer to facilitate understanding."
"doi:10.1145/3643690.3648236","P004","overreliance on AI for security decisions","Security complacency","Developers might bypass standard security diligence assuming the AI's output is safe."
"doi:10.1145/3643690.3648236","P005","Trust, but verify","Mandatory human verification","AI is limited in diagnosing complex issues, requiring developers to maintain oversight."
"doi:10.1145/3643690.3648236","P006","Social loafing","Reduced intellectual engagement","Users rely too heavily on the AI, diminishing their own problem-solving effort."
"doi:10.1145/3649217.3653615","P001","coding with and without use","Comparative usage study",""
"doi:10.1145/3649217.3653615","P002","increased programming efficiency and reduced effort","Efficiency and effort benefits",""
"doi:10.1145/3664646.3664762","P001","preference for diverse test scenarios","Preference for diversity",""
"doi:10.1145/3664646.3664762","P002","mirrored this preference","AI-human alignment",""
"doi:10.1145/3664646.3664762","P003","consistently selected TC1 and TC3","Consistent test selection",""
"doi:10.1145/3664646.3664762","P004","variability in responses","Rationale variance","Highlights inconsistent reasoning from older model versions."
"doi:10.1145/3663529.3663801","P001","distributed questionnaires","Survey Data Collection","Recruited from open-source repository engagements"
"doi:10.1145/3663529.3663801","P002","beneficial for writing test cases","Perceived Usefulness",""
"doi:10.1145/3663529.3663801","P003","incorporating it into their development workflows","Workflow Integration","Users actively extending the tool"
"doi:10.1145/3663529.3663801","P004","adaptive focal context","Context Optimization",""
"doi:10.1145/3663529.3663801","P005","repair process for rectification","Automated Bug Fixing","Repairs LLM-generated tests via rules and LLM feedback"
"doi:10.1145/3664646.3665664","P001","evaluated its performance and adoption in a large industrial setting","industrial deployment evaluation",""
"doi:10.1145/3664646.3665664","P002","appear in the IDE as diagnostics","ide diagnostic integration",""
"doi:10.1145/3664646.3665664","P003","automatically posting comments","automated code review comments",""
"doi:10.1145/3664646.3665664","P004","rarely give explicit feedback","low explicit feedback rate",""
"doi:10.1145/3664646.3665664","P005","slight improvement in coding speed","coding speed improvement","Author speculates this is due to fewer context switches to documentation."
"doi:10.1145/3664646.3665664","P006","failed to adequately explain the relevance","poor contextual relevance","Highlights importance of explanation quality in AI-generated review comments."
"doi:10.1145/3663529.3663803","P001","LLM suggestions are hallucinations","high hallucination rate","Highlights the unreliability of raw LLM outputs for structural code changes."
"doi:10.1145/3663529.3663803","P002","convenient and easy to handle","workflow convenience","Users appreciate the explicit, staged interaction model."
"doi:10.1145/3663529.3663803","P003","popup window to present the suggestions","popup UI helpfulness","Positive reception of the IDE-integrated suggestion UI."
"doi:10.1145/3643991.3645077","P001","tasks developers seek assistance","Task assistance patterns","Identifies analysis of what tasks are delegated to ChatGPT."
"doi:10.1145/3643991.3645077","P002","impact of initial prompt quality","Prompting strategies","Links prompt quality to conversation efficiency."
"doi:10.1145/3643991.3645081","P001","copy and paste code fragments","Copy-paste interaction",""
"doi:10.1145/3643991.3645081","P002","comprehension of the entire codebase is restricted","Limited context window",""
"doi:10.1145/3643991.3645081","P003","suggested refactoring led to test failures","Behavioral changes",""
"doi:10.1145/3643991.3645081","P004","prompts were zero-shot","Zero-shot prompting",""
"doi:10.1145/3643991.3645081","P005","internal quality attributes","Quality dimension awareness",""
"doi:10.1145/3643991.3645073","P001","undergo changes more quickly","Lower code survival","Generated code is less durable, requiring more iterative refinement."
"doi:10.1145/3643991.3645073","P002","tool for drafting ideas","Conceptual brainstorming","Used during PRs and issues for design discussion rather than direct code generation."
"doi:10.1145/3643991.3645073","P003","copy existing code as large prompts","Contextual code prompting","Users manually paste existing code to provide context for generation."
"doi:10.1145/3643991.3645074","P001","demonstrating high-level concepts or providing examples","Conceptual examples over production","Highlights that LLM code is frequently used for ideation rather than direct implementation."
"doi:10.1145/3643991.3645074","P002","Request improvements","Iterative prompting for improvements","Shows the conversational nature of prompt refinement."
"doi:10.1145/3643991.3645074","P003","32.8% of generated code is not used","Low production adoption rate","A significant portion of AI suggestions are ultimately discarded."
"doi:10.1145/3643991.3645074","P004","heavily Modified before being included","Extensive manual modification","Even when used, AI code often requires manual adjustments."
"doi:10.1145/3643991.3645074","P005","details about an exception they encountered","Exception-driven prompt context","Using errors and stack traces as context for debugging prompts."
"doi:10.1145/3643991.3645071","P001","significantly modified before merging","Modification before merging",""
"doi:10.1145/3643991.3645071","P002","every stage of software development","Broad SDLC usage","Abstract mentions use in every stage, but explicit capability identified is generation."
"doi:10.1145/3643991.3645075","P001","fine-tune ChatGPT responses","configuration context prompting",""
"doi:10.1145/3643991.3645075","P002","bias towards the dependencies’ latest version","missing version constraints",""
"doi:10.1145/3643991.3645075","P003","troubleshooting dependency conflicts","AI-induced dependency errors",""
"doi:10.1145/3643991.3645075","P004","appending their own dependency configuration file","contextual file inclusion",""
"doi:10.1145/3643991.3644918","P001","automatically translate code snippets across languages","Code Translation","Developers leverage ChatGPT to migrate code to new languages, increasing software reuse."
"doi:10.1145/3643991.3644918","P002","automatically generate a commit message","Commit Message Generation","Use of conversational models for descriptive documentation of changes."
"doi:10.1145/3643991.3644918","P003","integration as reviewer in the continuous integration","CI/CD Code Review","Connecting LLMs to CI pipelines to evaluate pull requests."
"doi:10.1145/3643991.3644918","P004","artificial hallucination","LLM Hallucinations","A primary challenge of utilizing generic AI models for SE tasks."
"doi:10.1145/3643991.3644917","P001","capability varies across natural languages","Language-dependent performance","Highlights disparity in model capabilities depending on the prompt language."
"doi:10.1145/3643991.3644917","P002","Japanese has the highest level of correctness","Japanese language superiority","Interesting finding that Japanese outperforms English, potentially due to the specific dataset (AtCoder) being predominantly Japanese-originated."
"doi:10.1145/3643991.3644917","P003","tendency to suggest incorrect code in situations where the correct code should handle multiple conditions","Complex condition failure","Identifies a specific failure mode in Copilot's code generation logic."
"doi:10.1145/3643991.3645084","P001","larger, time-consuming pull requests","Increased PR complexity","Usage of ChatGPT correlates with slower, more complex pull requests."
"doi:10.1145/3643991.3645084","P002","review-intensive pull requests","Code review usage",""
"doi:10.1145/3643991.3645084","P003","address software development-related tasks","Various SE tasks","Mentions multiple capabilities without specifics on the interactions."
"doi:10.1145/3661145","P001","auto-complete interface","Autocomplete Interaction",""
"doi:10.1145/3661145","P001","conversational system","Conversational Interface",""
"doi:10.1145/3661145","P002","distinctive usage patterns and strategies","Strategy Variation by Interface","Highlights that modality impacts user workflow"
"doi:10.1145/3661167.3661172","P001","reduced the time used","Faster task completion","Text simplification improved efficiency but not accuracy."
"doi:10.1145/3661167.3661172","P002","does not significantly improve","No accuracy benefit",""
"doi:10.1145/3661167.3661172","P003","performed roughly as well","Human-comparable performance","Prompt-optimized GPT-4 matched human screening accuracy."
"doi:10.1145/3661167.3661183","P001","outsourcing their work","Task outsourcing",""
"doi:10.1145/3661167.3661183","P002","30.7% of responses to the answers provided by ChatGPT are negative","User satisfaction",""
"doi:10.1145/3661167.3661183","P003","resolve problems or concerns","Problem resolution",""
"doi:10.1145/3661167.3661183","P004","does not bring extra benefits","Limited perceived value",""
"doi:10.1145/3655693.3655701","P001","detect a compilation of 40 API vulnerabilities in the source code","API vulnerability detection",""
"doi:10.1145/3653718","P001","reason about the reported warnings","LLM reasoning on warnings",""
"doi:10.1145/3653718","P002","substituting human involvement","autonomous inspection",""
"doi:10.1145/3653718","P003","traversal of the program dependency graph","context extraction via PDG","Extracts relevant codebase parts to fit into token limits."
"doi:10.1145/3653718","P004","substantially faster than a human engineer","speed efficiency",""
"doi:10.1145/3639477.3643648","P002","accelerate online searching, typing, and syntax recall","Speeding up coding tasks",""
"doi:10.1145/3639477.3643648","P003","lack of context in the suggestions","Contextual limitation","Participants compensate by working on detailed prompt descriptions"
"doi:10.1145/3639477.3643648","P004","tools lack examples","Low-resource language barrier","Mentioned specifically for the Uniface commercial programming language"
"doi:10.1109/tse.2024.3392499","P001","engage in multi-round process","Multi-turn dialog fixing",""
"doi:10.1109/tse.2024.3392499","P002","lacks the ability to grasp logical details","Complex reasoning failure","Challenges in multi-round fixing for logical issues."
"doi:10.1109/tse.2024.3392499","P003","fail to perform NULL tests","Memory allocation vulnerabilities",""
"doi:10.1109/tse.2024.3392499","P004","most (70%) of C.E. code snippets can be fixed","Automated compile error fixing","High success rate when resolving syntactic or static compilation problems."
"doi:10.1109/tse.2024.3392499","P005","Bef. problems exceeds Aft. problems","Training data memorisation","Significant gap in performance for problems appearing before vs. after 2021."
"doi:10.1145/3638247","P001","chat-based requirement analysis and visual programming","Visual and chat interaction",""
"doi:10.1145/3638247","P002","infinite questioner","Interactive requirement elicitation","Conversational agent iteratively asks questions to clarify task."
"doi:10.1145/3638247","P003","took significantly less time","Increased development speed",""
"doi:10.1145/3638247","P004","save the time spent correcting these errors","Syntax error reduction","No-code nature prevents basic syntax mistakes."
"doi:10.1145/3638247","P005","executed one at a time","Stepwise visual debugging",""
"doi:10.1145/3597503.3608137","P001","fully automated bug replay tool","Autonomous bug replay","Tool claims autonomous capability for bug replication."
"doi:10.1145/3597503.3608137","P002","showcased the bug replay automatically generated","Demonstrating automated replay",""
"doi:10.1145/3597503.3608137","P003","strongly favored using AdbGPT in practice","High user preference","Users highly valued the automated bug replay feature."
"doi:10.1145/3597503.3608137","P004","interactive conversation to ask developers to confirm","Human-in-the-loop fallback","A participant requested a feature to confirm uncertain AI operations."
"doi:10.1145/3597503.3608137","P005","tedious and time-consuming","Tedious manual replay","Highlights the baseline difficulty in manual debugging/bug replication."
"doi:10.1145/3597503.3608128","P001","reduce key-strokes, finish programming tasks quickly, and recall syntax","Efficiency and syntax recall",""
"doi:10.1145/3597503.3608128","P002","understanding what part of the input caused the outputted code","Opaque input-output mapping","Users struggle to trace which prompt elements influenced the generated code."
"doi:10.1145/3597503.3608128","P003","providing very clear and explicit explanations of what the code should do in comments","Explicit prompt engineering",""
"doi:10.1145/3597503.3608128","P004","changing the generated code itself","Direct manual modification","Users prefer to edit the generated code rather than re-prompt the tool."
"doi:10.1145/3597503.3608128","P005","[producing] a lot of test cases quickly","Test case generation",""
"doi:10.1145/3597503.3639201","P001","significantly increased frustration levels","Increased user frustration",""
"doi:10.1145/3597503.3639201","P002","misinterpreted my questions","AI misunderstands prompts","Highlights lack of shared context."
"doi:10.1145/3597503.3639201","P003","hallucinated answers","AI hallucinations","Occurs specifically when API docs are not part of the training set."
"doi:10.1145/3597503.3639201","P004","pick parts only","Cherry-picking solutions","Users don't trust the full output."
"doi:10.1145/3597503.3639201","P005","combined them","Modifying AI output manually",""
"doi:10.1145/3613905.3650764","P001","generate helpful reasoning about embedded design tasks","Design reasoning generation",""
"doi:10.1145/3613905.3650764","P002","productivity and sense of fulfillment","User fulfillment and productivity",""
"doi:10.1145/3597503.3639180","P001","chat with mobile apps","Interactive LLM Testing",""
"doi:10.1145/3597503.3639180","P002","fall into a local dilemma","Context Memory Limitations",""
"doi:10.1145/3597503.3639180","P003","generate semantic text input","Semantic Text Input",""
"doi:10.1145/3613904.3642016","P001","investigate hypotheses","Evaluating model responses",""
"doi:10.1145/3613904.3642016","P002","modes of prompt engineering","Prompt engineering workflows",""
"doi:10.1145/3597503.3639154","P001","more secure solution","Security improvement in complex tasks",""
"doi:10.1145/3597503.3639154","P002","security benefits","Context-dependent security benefits",""
"doi:10.1145/3597503.3639154","P003","median security score","Quantitative security increase",""
"doi:10.1145/3597503.3639154","P004","priorities shifted","Trade-off expediency vs security","Suggests AI tools act as a backstop for code quality when users prioritize raw functionality."
"doi:10.1145/3597503.3639154","P005","no clear or significant impact","Neutral vulnerability impact","Usage of AI tool did not disproportionately introduce any specific vulnerability class."
"doi:10.1145/3651990","P001","collectively make sense of AI tools","Community sensemaking",""
"doi:10.1145/3613905.3650844","P001","ethnographic techniques to observe","Hackathon observation study","Mixed methods approach observing professionals."
"doi:10.1145/3613905.3650844","P002","particularly in prompting and understanding data","Prompting skill requirements","Identifies training barriers for successful LLM use."
"doi:10.1145/3613905.3650844","P003","output is hard to control","Unpredictable complex outputs",""
"doi:10.1145/3613905.3650756","P001","time-consuming","Iterative prompt testing overhead","Highlights the trial-and-error burden of getting output in the correct format."
"doi:10.1145/3613905.3650756","P002","natural language easier for specifying complex constraints","NL for complex constraints","Identifies that while GUIs are good for simple structures, natural language wins for nuanced or broad contexts."
"doi:10.1145/3613905.3650756","P003","separation of concerns","Separating task from format","Benefit of prototyping tools that decouple what the model should do from how it should present the output."
"doi:10.3390/electronics13091644","P001","automate the detection and resolution of data clumps","Automated clump refactoring",""
"doi:10.1109/tse.2024.3364675","P001","writing the subject of a commit message is the hardest work","Subject writing difficulty",""
"doi:10.1109/tse.2024.3364675","P002","body is the most time-consuming part","Time spent on bodies",""
"doi:10.1109/tse.2024.3364675","P003","thinking highly of automatically generating message subjects","Perceived usefulness of generation",""
"doi:10.1109/tse.2024.3364675","P004","generating messages leaves much to be improved","Need for LLM improvements",""
"doi:10.1145/3644815.3644949","P001","generate unit tests","Test generation reliability","User expressed relief at delegating repetitive test writing to the agent."
"doi:10.1145/3644815.3644949","P002","accurately grasped the context","Context-aware code generation",""
"doi:10.1145/3644815.3644949","P003","Quick commands","UI shortcuts for common tasks","Used for standard actions instead of prompting from scratch."
"doi:10.1145/3644815.3644949","P004","combined a postal code API and various elements","Knowledge source mixing issues",""
"doi:10.1145/3644815.3644949","P005","unable to generate the code with the endpoints","Struggles with complex architecture","Model failed to output standard controller patterns, fallback to main class."
"doi:10.1145/3644815.3644949","P006","loss of conversation history","Session persistence issues",""
"doi:10.1145/3644815.3644950","P001","different granularity","Slice-level testing",""
"doi:10.1145/3644815.3644950","P002","monitor both model and prompt updates","Prompt versioning",""
"doi:10.1145/3644815.3644950","P003","non-determinism of LLM APIs","Handling flakiness",""
"doi:10.1145/3644815.3644945","P001","validation of a RAG system is only feasible during operation","Runtime Validation Requirement",""
"doi:10.1145/3644815.3644945","P002","failed to extract out the correct answer","Extraction Failure","Occurs due to noisy context"
"doi:10.1145/3644815.3644945","P003","test case generation are one of the areas for refinement","Test Data Scarcity","Lack of application specific Q&A"
"doi:10.1145/3644815.3644945","P004","not specific enough or is too specific","Specificity Tuning Issues",""
"doi:10.1145/3644815.3644945","P005","validated with OpenAI evals","LLM-Assisted Evaluation",""
"doi:10.1145/3626252.3630909","P001","engage their computational thinking skills","Enhances computational thinking",""
"doi:10.1145/3626252.3630909","P002","difficult to infer the goal","Goal inference difficulty",""
"doi:10.1145/3626252.3630909","P003","simply parrots back to the tool the three example tests cases","Prompting via test examples","Students using examples instead of logic"
"doi:10.1145/3626252.3630909","P004","forces you to think through the steps","Forces algorithmic planning",""
"doi:10.1145/3626252.3630909","P005","relying only on AI-generated answers","Fear of over-reliance","Student concern about future skills"
"doi:10.14569/ijacsa.2024.0150168","P001","idea generation","Brainstorming and Ideation",""
"doi:10.14569/ijacsa.2024.0150168","P002","create a relational DB","Database Schema Generation",""
"doi:10.14569/ijacsa.2024.0150168","P003","insert statements","Mock Data Generation",""
"doi:10.14569/ijacsa.2024.0150168","P004","UI suggestions","UI Code Generation",""
"doi:10.14569/ijacsa.2024.0150168","P005","automate test creation process","Automated Test Generation",""
"doi:10.14569/ijacsa.2024.0150168","P006","doing the heavy lifting","Productivity Improvement","Particularly beneficial for lower achieving students."
"doi:10.14569/ijacsa.2024.0150168","P007","often hallucinate","LLM Hallucinations",""
"doi:10.1109/spaccs63173.2024.00012","P001","agreed with ChatGPT's evaluation of user stories","High evaluation agreement","Participants agreed with the tool's output majority of the time."
"doi:10.1109/spaccs63173.2024.00012","P002","reservations regarding recommending ChatGPT","Reluctance to recommend","Professionals show caution adopting the tool despite accuracy."
"doi:10.1109/icsme58944.2024.00045","P001","survey targeting software developers and computer science students","Mixed population survey",""
"doi:10.1109/icsme58944.2024.00045","P002","complement to video tutorials","Chatbots as learning supplement",""
"doi:10.1109/icsme58944.2024.00045","P003","efficiency, accessibility, personalized support","Perceived chatbot advantages",""
"doi:10.1109/icsme58944.2024.00045","P004","reliability, accuracy, and consistency","Concerns regarding AI accuracy",""
"doi:10.1109/icsme58944.2024.00045","P005","debugging, error explanation, and syntax resolution","AI debugging assistance",""
"doi:10.1109/icei64305.2024.10912343","P001","novel integration of three complementary technologies","LLM GA AS integration",""
"doi:10.1109/icei64305.2024.10912343","P002","novice debaters to experienced argumentation enthusiasts","mixed user base",""
"doi:10.1109/icei64305.2024.10912343","P003","lack strategic depth","LLM strategic limitations",""
"doi:10.5220/0012631600003687","P001","addresses skill gaps","Skill gap mitigation","Highlights educational benefits of ChatGPT in learning software development."
"doi:10.5220/0012631600003687","P002","reduced time for defining requirements","Accelerated requirements engineering",""
"doi:10.5220/0012631600003687","P003","Design oversimplification and impractical recommendations","Impractical design generation","Drawback associated with generating software architecture and design."
"doi:10.1109/compsac61105.2024.00252","P001","time is saved from typing","Reduced typing effort",""
"doi:10.1109/compsac61105.2024.00252","P002","helps learning syntax","Syntax learning assistance",""
"doi:10.1109/compsac61105.2024.00252","P003","shows me a solution that I didn’t know existed","Alternative solution exposure",""
"doi:10.1109/compsac61105.2024.00252","P004","just does the work for you","Over-reliance risk","Students feel the tool bypasses the learning of logic."
"doi:10.1109/compsac61105.2024.00252","P005","proving that you know how to use an autocomplete","Assessment validity threat","Challenges educators' ability to grade students' actual coding capability."
"doi:10.1109/compsac61105.2024.00252","P006","better explanation that would be helpful","Explanation expectation","Desire for tools to provide natural language explanations of suggested code."
"doi:10.3389/fcomp.2024.1473870","P001","struggles with complex problems","Complexity limitation","Highlights the upper bound of the model's autonomous capability"
"doi:10.3389/fcomp.2024.1473870","P002","split complex problems into simple ones","Task decomposition strategy","User strategy to overcome AI limitations in code generation"
"doi:10.3389/fcomp.2024.1473870","P003","need for human intervention and review","Human oversight required","Necessity of a human-in-the-loop for verifying AI-generated code"
"doi:10.1109/tse.2024.3428972","P001","significantly less task-induced cognitive load","Reduced cognitive effort",""
"doi:10.1109/tse.2024.3428972","P002","does not lend easily to checking that the generated code correctly satisfies the user intent","Intent verification difficulty",""
"doi:10.1109/tse.2024.3428972","P003","users must provide the expected output of the test","User specifies test output",""
"doi:10.1109/tse.2024.3428972","P004","check AI generated code through user-approved tests","Test-based code verification",""
"doi:10.1109/ieem62345.2024.10857157","P001","incorporation of an AI coding assistant tool","Tool adoption in industry",""
"doi:10.28945/5362","P001","passed the quantitative test for concise code","Concise Code Generation",""
"doi:10.28945/5362","P002","needing major modifications 30% of the time","High Modification Rate","Highlights a major challenge in relying on raw AI output."
"doi:10.28945/5362","P003","results varied significantly depending on which programming language was used","Language-Dependent Performance","Performance ties back to amount of public training data available."
"doi:10.1109/cog60054.2024.10645540","P001","saves them roughly 41% ~ 60% of the time","Reduced investigation time","Significant time savings reported for bug triaging."
"doi:10.1109/cog60054.2024.10645540","P002","tested the proposed framework over a period of 30 days","Longitudinal field deployment","Participants used the tool in their actual daily workflow."
"doi:10.1109/cog60054.2024.10645540","P003","still had to double-check if it was correct","Need for manual verification","Developers exhibit automation bias caution and verify AI suggestions."
"doi:10.1109/tse.2024.3406718","P001","identify bug-inducing commits","Fault localization assistance",""
"doi:10.54364/aaiml.2024.44171","P001","uploading the dataset","File upload for context","Prompting strategy relies on uploading mined repository files."
"doi:10.54364/aaiml.2024.44171","P002","structured, domain-specific input","Taxonomy-guided prompting","Providing human-curated taxonomy significantly improved LLM performance."
"doi:10.54364/aaiml.2024.44171","P003","ambiguity and lack clarity","Low-quality input data","Poorly human-written commit messages challenge LLM categorization."
"doi:10.1109/compsac65507.2025.00161","P001","intent-driven testing","Automated Web Testing","Tool automatically generates tests and interacts with the DOM to validate dynamic elements."
"doi:10.1080/10447318.2023.2269006","P001","used generative AI tools for solving homework","Homework solving usage",""
"doi:10.1080/10447318.2023.2269006","P002","only 70% of generated tests are correct","Test generation inaccuracies",""
"doi:10.1080/10447318.2023.2269006","P003","relies on ChatGPT for code-reviewing","AI code review tool",""
"doi:10.1080/10447318.2023.2269006","P004","complete and correct answers, containing valid argumentation","Accurate review feedback",""
"doi:10.1109/cseet62301.2024.10663055","P001","eliciting requirements, diagram generation, API simulation, effort esti-mation","Broad SE task coverage","Abstract explicitly links LLM capabilities to multiple distinct phases of the SDLC."
"doi:10.1109/tse.2024.3492204","P001","self-verification capability","Self-verification evaluation",""
"doi:10.1109/tse.2024.3492204","P002","erroneously predicts its generated incorrect code as correct","Self-verification failure",""
"doi:10.1109/tse.2024.3492204","P003","self-contradictory hallucinations","Self-contradictory behavior",""
"doi:10.1109/tse.2024.3492204","P004","provide accurate explanations for the vulnerabilities","Improved vulnerability identification",""
"doi:10.1109/cseet62301.2024.10662994","P001","produce higher-quality user stories","Improved requirement quality",""
"doi:10.1109/cseet62301.2024.10662994","P002","fail to recognize dependencies","Dependency context loss","Highlights an AI reasoning limitation in requirements modeling."
"doi:10.1109/sp54263.2024.00046","P001","interpreting users' natural language descriptions","Natural language specification",""
"doi:10.1109/sp54263.2024.00046","P002","accepted poisoned code","Blind acceptance of vulnerabilities",""
"doi:10.1109/sp54263.2024.00046","P003","quickly skimmed the proposed code","Superficial code review",""
"doi:10.1109/sp54263.2024.00046","P004","instead of using the Internet","Overreliance on AI tools",""
"doi:10.1109/cseet62301.2024.10663028","P001","code review activity","Classroom code review",""
"doi:10.1109/cseet62301.2024.10663028","P002","skepticism persists","Student skepticism towards AI",""
"doi:10.1109/sse62657.2024.00046","P001","aid in the creation and optimization","UML model generation support",""
"doi:10.1109/sse62657.2024.00046","P002","accurately identifying relationships between classes is the lowest","poor relationship identification","Highlights a specific weakness of LLMs in class diagram generation."
"doi:10.1109/sse62657.2024.00046","P003","hybrid-created diagram is the most used","preference for hybrid generation","Students prefer human-in-the-loop optimization for models."
"doi:10.1109/sse62657.2024.00046","P004","extracting and analyzing relationships is not LLM's strong suit","relationship extraction difficulty",""
"doi:10.1109/tkde.2024.3436883","P001","probe the FQN knowledge","Knowledge probing via inference",""
"doi:10.1109/tkde.2024.3436883","P002","pressing tab on the to-be-complete prompt line","Triggering inline autocomplete","Workers manually executing Copilot to collect experiment data"
"doi:10.1109/tkde.2024.3436883","P003","sensitive to micro-level input changes","Prompt fragility and sensitivity",""
"doi:10.18293/seke2024-123","P001","losing structural information","AST structural loss",""
"doi:10.18293/seke2024-123","P002","more semantically coherent","Improved code semantics",""
"doi:10.18293/seke2024-123","P003","significant improvement in prediction performance","Enhanced accuracy",""
"doi:10.1109/icsme58944.2024.00063","P001","recruit a six-person software development team","Team Formation Simulation",""
"doi:10.1109/icsme58944.2024.00063","P002","preference for some regions over others","Geographic Bias",""
"doi:10.1109/icsme58944.2024.00063","P003","assign certain developer roles","Role Assignment Bias",""
"doi:10.1109/icsme58944.2024.00063","P004","self-contained ‘user’ prompt","Prompt Engineering Strategy",""
"doi:10.1109/apsec65559.2024.00017","P001","LLMs as test oracles","Automated test oracles",""
"doi:10.1109/apsec65559.2024.00017","P002","49% bug detection rate","High detection accuracy",""
"doi:10.1109/apsec65559.2024.00017","P003","performance degradation of online business LLMs","Model degradation over time","Significant issue regarding the reproducibility and reliability of using black-box online APIs for test automation."
"doi:10.1109/icst60714.2024.00039","P001","utilize LLMs during the initial phases of software testing","Testing lifecycle distribution","Usage ranges across requirements, test prep, execution, and regression."
"doi:10.1109/icst60714.2024.00039","P002","analyze software requirements, extract key information","Requirements text analysis",""
"doi:10.1109/icst60714.2024.00039","P003","writing code and scripts for automating test cases","Test automation scripting",""
"doi:10.1109/icst60714.2024.00039","P004","locating bugs, making necessary fixes, and handling errors","Code debugging assistance",""
