"paper_id","title","authors","year","venue","scis_rank","scis_venue_type","abstract","status","extraction_source","timestamp","model","input_tokens","output_tokens","cost_usd","notes"
"doi:10.1109/icoailo66760.2025.11156083","A Guideline for the Adoption of Generative AI to Support Secure Software Development Life Cycle (SSDLC): A Case Study of ChatGPT","","2025","Proceedings 2025 IEEE International Conference on Artificial Intelligence for Learning and Optimization Icoailo 2025","Not found","Not found","Secure software development using generative AI is gaining traction, particularly in academic environments where undergraduate teams often lack structured guidance. A key challenge is aligning documentation outputs with formal standards such as OWASP ASVS when using large language models (LLMs) like ChatGPT-4o. This study proposes a Secure SDLC guideline incorporating a six-element prompting framework Context, Task, Instruction, Clarify, Refine, and Warning combined with OWASP ASVS principles. A","extracted","abstract_only","2026-04-17T09:16:06.064253+00:00","gemini-3.1-pro-preview","5807","736","0.0204",""
"doi:10.1109/saner64311.2025.00015","Why Do Developers Engage with ChatGPT in Issue-Tracker? Investigating Usage and Reliance on ChatGPT-Generated Code","","2025","Proceedings 2025 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2025","Not found","Not found","Large language models (LLMs) like ChatGPT have shown the potential to assist developers with coding and debugging tasks. However, their role in collaborative issue resolution is underexplored. In this study, we analyzed 1,152 Developer-ChatGPT conversations across 1,012 issues in GitHub to examine the diverse usage of ChatGPT and reliance on its generated code. Our contributions are fourfold. First, we manually analyzed 289 conversations to understand ChatGPT's usage in the GitHub Issues. Our an","extracted","fulltext","2026-04-17T09:16:43.560540+00:00","gemini-3.1-pro-preview","11811","734","0.0324",""
"doi:10.1109/saner64311.2025.00018","Experiences on Using Large Language Models to Re-Engineer a Legacy System at Volvo Group","","2025","Proceedings 2025 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2025","Not found","Not found","Digital processes driven by data are the basis for industry operations nowadays. Despite relying on software for such processes, the industry faces significant challenges due to legacy systems. Legacy systems are pieces of software that, despite being vital for industry operations, have limitations in terms of performance and scalability needs. Thus, to ensuring that these systems can still continue to deliver business value, there is a need for re-engineering such legacy system. This is a situa","extracted","abstract_only","2026-04-17T09:16:21.022693+00:00","gemini-3.1-pro-preview","6006","418","0.017",""
"doi:10.1109/icpc66645.2025.00056","Quality In, Quality Out: Investigating Training Data's Role in AI Code Generation","","2025","IEEE International Conference on Program Comprehension","A","Conference","Deep Learning (DL)-based code generators have seen significant advancements in recent years. Tools such as GitHub Copilot are used by thousands of developers with the main promise of a boost in productivity. However, researchers have recently questioned their impact on code quality showing, for example, that code generated by DL-based tools may be affected by security vulnerabilities. Since DL models are trained on large code corpora, one may conjecture that low-quality code they output is the r","extracted","abstract_only","2026-04-17T09:16:22.505722+00:00","gemini-3.1-pro-preview","6099","316","0.016",""
"doi:10.1109/icodse68111.2025.11351919","A Mobile Application Front-End for Presenting Explainable AI Results in Diabetes Risk Estimation","","2025","Proceedings of 2025 IEEE International Conference on Data and Software Engineering Icodse 2025","Not found","Not found","Diabetes is a significant and continuously rising health challenge in Indonesia. Although many artificial intelligence (AI)-based health applications have been developed for early detection, most function as “black boxes,” lacking transparency in their predictions. Explainable AI (XAI) methods offer a solution, yet their technical outputs are often incomprehensible to non-expert users. This research aims to develop a mobile application front-end that presents XAI-driven diabetes risk analysis in","extracted","fulltext","2026-04-17T09:16:51.480289+00:00","gemini-3.1-pro-preview","8700","843","0.0275",""
"doi:10.1109/fie63693.2025.11328290","Use of Generative AI Tools in Software Quality Assurance Work","","2025","Proceedings Frontiers in Education Conference Fie","Not found","Not found","This innovative practice full paper describes the authors' experiences introducing the use of generative AI (GenAI) in a hybrid undergraduate video game project course. On our campus hybrid courses have both in-person and online students participating in a single course taught by the same instructor. Online students often struggle with resolving technical issues that arise in the development of software products. The authors argue that use of GenAI in commercial software development is inevitabl","extracted","abstract_only","2026-04-17T09:16:31.091131+00:00","gemini-3.1-pro-preview","5883","700","0.0202",""
"doi:10.1109/icodsa67155.2025.11157184","LLM-Based Chatbot for the Indonesia University IT Service Desk: Integrating DeepSeek-v3 API and a RAG Approach","","2025","2025 International Conference on Data Science and Its Applications Icodsa 2025","Not found","Not found","The growing need for streamlined IT service management in higher education has highlighted the limitations of traditional helpdesk models, which depend heavily on manual processes and human operators. These legacy systems often suffer from slow response times, accumulating service requests, and staff fatigue. To overcome these challenges, this study introduces an intelligent, LLM-powered chatbot that integrates the DeepSeek-v3 API with a Retrieval-Augmented Generation (RAG) strategy tailored to ","extracted","abstract_only","2026-04-17T09:16:23.889704+00:00","gemini-3.1-pro-preview","6057","362","0.0165",""
"doi:10.1142/s0218194024500359","Using Peer Assessment Leveraging Large Language Models in Software Engineering Education","","2025","International Journal of Software Engineering and Knowledge Engineering","Not found","Not found","This paper explores the integration of generative AI and large language models into the realm of software engineering education and training, with a specific focus on the transformation of traditional peer assessment methodologies. The motivation stems from the growing demand for innovative educational techniques that can effectively engage and empower learners in mastering Software Engineering principles. The proposed approach involves presenting students with modeling exercises solved by ChatG","extracted","abstract_only","2026-04-17T09:16:31.838611+00:00","gemini-3.1-pro-preview","5791","306","0.0153",""
"doi:10.1109/icse55347.2025.00087","What Guides Our Choices? Modeling Developers' Trust and Behavioral Intentions Towards Genai","","2025","Proceedings International Conference on Software Engineering","Not found","Not found","Generative AI (genAI) tools, such as ChatGPT or Copilot, are advertised to improve developer productivity and are being integrated into software development. However, misaligned trust, skepticism, and usability concerns can impede the adoption of such tools. Research also indicates that AI can be exclusionary, failing to support diverse users adequately. One such aspect of diversity is cognitive diversity-variations in users' cognitive styles-that leads to divergence in perspectives and interact","extracted","abstract_only","2026-04-17T09:16:30.602691+00:00","gemini-3.1-pro-preview","5983","328","0.0159",""
"doi:10.1109/icpc66645.2025.00037","Explaining GitHub Actions Failures with Large Language Models: Challenges, Insights, and Limitations","","2025","IEEE International Conference on Program Comprehension","A","Conference","GitHub Actions (GA) has become the de facto tool that developers use to automate software workflows, seamlessly building, testing, and deploying code. Yet when GA fails, it disrupts development, causing delays and driving up costs. Diagnosing failures becomes especially challenging because error logs are often long, complex and unstructured. Given these difficulties, this study explores the potential of large language models (LLMs) to generate correct, clear, concise, and actionable contextual d","extracted","abstract_only","2026-04-17T09:16:40.887342+00:00","gemini-3.1-pro-preview","5861","324","0.0156",""
"doi:10.1109/jiot.2025.3531512","ChatDL: An LLM-Based Defect Localization Approach for Software in IIoT Flexible Manufacturing","","2025","IEEE Internet of Things Journal","A","Journal","With the rapid advancement of flexible manufacturing in the Industrial Internet of Things (IIoT), there has been a significant increase in the number of IIoT devices and application software aimed at meeting various needs. The software defects may lead to delays or crashes in flexible manufacturing system, thereby affecting the production schedule. Automated software defect localization based on code changes can significantly reduce development and maintenance time costs, thereby maintaining the","extracted","abstract_only","2026-04-17T09:16:33.189346+00:00","gemini-3.1-pro-preview","5929","347","0.016",""
"doi:10.1109/msr66628.2025.00107","Towards Detecting Prompt Knowledge Gaps for Improved LLM-guided Issue Resolution","","2025","Proceedings 2025 IEEE ACM 22nd International Conference on Mining Software Repositories MSR 2025","A","Conference","Large language models (LLMs) have become essential in software development, especially for issue resolution. However, despite their widespread use, significant challenges persist in the quality of LLM responses to issue resolution queries. LLM interactions often yield incorrect, incomplete, or ambiguous information, largely due to knowledge gaps in prompt design, which can lead to unproductive exchanges and reduced developer productivity.In this paper, we analyze 433 developer-ChatGPT conversati","extracted","abstract_only","2026-04-17T09:16:46.019285+00:00","gemini-3.1-pro-preview","5973","388","0.0166",""
"doi:10.1109/ubmk67458.2025.11206917","The Influence of ChatGPT's Questions and Answers on Student Learning in Software Design Patterns","","2025","International Conference on Computer Science and Engineering Ubmk","Not found","Not found","This paper explores the dual pedagogical role of ChatGPT in computer engineering education, focusing on its capacity to both generate questions and provide answers that support the learning of software design patterns. Our study is motivated by the increasing use of AI-powered tools as virtual tutors, yet little is known about their ability to foster higher-order thinking in technical domains. We conducted a two-phase study to evaluate ChatGPT’s contribution to deep learning through Bloom’s Taxo","extracted","abstract_only","2026-04-17T09:16:37.691496+00:00","gemini-3.1-pro-preview","5984","389","0.0166",""
"doi:10.1109/icse55347.2025.00199","Trust Dynamics in AI-Assisted Development: Definitions, Factors, and Implications","","2025","Proceedings International Conference on Software Engineering","Not found","Not found","Software developers increasingly rely on AI code generation utilities. To ensure that “good” code is accepted into the code base and “bad” code is rejected, developers must know when to trust an AI suggestion. Understanding how developers build this intuition is crucial to enhancing developer-AI collaborative programming. In this paper, we seek to understand how developers (1) define and (2) evaluate the trustworthiness of a code suggestion and (3) how trust evolves when using AI code assistants","extracted","abstract_only","2026-04-17T09:16:47.994237+00:00","gemini-3.1-pro-preview","5890","439","0.017",""
"doi:10.1080/20964471.2025.2483541","Enhancing geodatabases operability: advanced human-computer interaction through RAG and Multi-Agent Systems","","2025","Big Earth Data","Not found","Not found","The increasing demand for efficient geographic data querying has underscored the need to improve both the speed and accuracy of such operations. This study presents a novel approach that combines Retrieval-Augmented Generation (RAG) with a Large Language Model (LLM)-based Multi-Agent System (MAS) to address this challenge. By leveraging Geographic Information System (GIS) metadata, the method transforms natural language queries into precise SQL queries, enhancing the functionality of LLMs in geo","extracted","abstract_only","2026-04-17T09:16:51.138601+00:00","gemini-3.1-pro-preview","5903","418","0.0168",""
"doi:10.1109/nlbse66842.2025.00015","Evaluating Large Language Models in Exercises of UML Use Case Diagrams Modeling","","2025","Proceedings 2025 IEEE ACM International Workshop on Natural Language Based Software Engineering Nlbse 2025","Not found","Not found","In recent years, Large Language Models (LLMs) have been extensively used in several Software Engineering tasks, from requirements analysis to coding and software testing. Research has proved that LLMs can effectively generate software models to assist in software documentation. The goal of this study is to assess the capability of LLM agents to generate UML Use Case Diagrams (UCD), starting from software requirements in natural language. We perform the assessment in an educational setting, i.e.,","extracted","abstract_only","2026-04-17T09:16:54.773806+00:00","gemini-3.1-pro-preview","5818","590","0.0187",""
"doi:10.1109/msr66628.2025.00105","Automatic High-Level Test Case Generation using Large Language Models","","2025","Proceedings 2025 IEEE ACM 22nd International Conference on Mining Software Repositories MSR 2025","A","Conference","We explored the challenges practitioners face in software testing and proposed automated solutions to address these obstacles. We began with a survey of local software companies and 26 practitioners, revealing that the primary challenge is not writing test scripts but aligning testing efforts with business requirements. Based on these insights, we constructed a usecase $\rightarrow$ (high-level) test-cases dataset to train/fine-tune models for generating high-level test cases. High-level test ca","extracted","abstract_only","2026-04-17T09:16:59.739710+00:00","gemini-3.1-pro-preview","5842","722","0.0203",""
"doi:10.1109/fie63693.2025.11328515","Evaluating the Efficacy of Using LLMs in Assessing Software Quality Assurance Projects","","2025","Proceedings Frontiers in Education Conference Fie","Not found","Not found","This work in progress, innovative practice paper reports on a study of Large Language Models (LLM) in providing assessments for a Software Quality Assurance (SQA) project. LLMs are sophisticated architectures trained on extensive text corpora, utilizing intuitive training methods that enhance their ability to understand, analyze, and generate natural language text. Thus, LLMs can be leveraged to assist and assess complex assignments within the academic classroom. This study examines the capabili","extracted","abstract_only","2026-04-17T09:16:57.499949+00:00","gemini-3.1-pro-preview","5855","349","0.0159",""
"doi:10.1109/ictai66417.2025.00171","Accelerating Educational Assessment in Software Engineering through Human-AI Collaboration","","2025","Proceedings International Conference on Tools with Artificial Intelligence Ictai","Not found","Not found","The continuously improving capabilities of Artificial Intelligence (AI) systems are rapidly establishing them as the de facto choice for complex tasks and sophisticated reasoning. Evaluation tasks, for example, are particularly challenging, since they demand expert judgment, contextual analysis, and nuanced decision-making. Educational assessment represents a critical instance of such a complex cognitive task, where scalability challenges force institutions to choose between efficiency and asses","extracted","abstract_only","2026-04-17T09:17:10.530666+00:00","gemini-3.1-pro-preview","5859","321","0.0156",""
"doi:10.1109/ecce58356.2025.11260366","Circuit-AI: An Advanced Large Language Model (LLM) Based AI-Agent for Bill of Materials (BoM) Optimization, Circuit Simulations & Design","","2025","2025 IEEE Energy Conversion Conference Congress and Exposition Ecce 2025","Not found","Not found","This paper introduces Circuit-AI, an AI-driven design assistant that leverages large language models (LLMs) to enhance efficiency in power electronics design. By integrating natural language processing with engineering workflows, Circuit-AI streamlines critical tasks such as Bill of Materials (BoM) optimization and circuit simulations through tools like LTspice and MATLAB. The platform automates component lookup, selection, verification, and simulation setup, reducing design time and minimizing ","extracted","abstract_only","2026-04-17T09:16:56.872956+00:00","gemini-3.1-pro-preview","5802","591","0.0187",""
"doi:10.1109/temsconglobal64363.2025.11238312","Using LLMs to Accelerate the Development of Blockchain-Based Solutions: A Case Study on Controlled Medication Management","","2025","Temscon Global 2025 2025 IEEE Technology and Engineering Management Society Conference Global Conference Proceedings","Not found","Not found","Blockchain technology is revolutionizing industries that demand transparency, compliance, and accountability. However, developing blockchain solutions remains a complex and time-consuming process that requires extensive expertise in domain requirements, design, and implementation. The integration of Large Language Models (LLMs) into the blockchain development process can offer a novel approach that addresses the challenges of designing, implementing, and evaluating blockchain-based solutions. In","extracted","abstract_only","2026-04-17T09:17:14.542779+00:00","gemini-3.1-pro-preview","5892","695","0.0201",""
"doi:10.1109/educon62633.2025.11016313","Integration of Ai Tools into an Ai-Driven Software System to Make Learning Programming Easier","","2025","IEEE Global Engineering Education Conference Educon","Not found","Not found","Today, a person can be considered fully digitally literate if they know how to use and integrate ready-made artificial intelligence (AI) tools. The use of AI tools is becoming increasingly common in students' learning processes. However, learning programming can be challenging and exhausting, especially for younger learners. In this research, a software system was developed to integrate multiple AI tools to facilitate the learning process. The system includes tools for speech and text processing","extracted","abstract_only","2026-04-17T09:17:12.907061+00:00","gemini-3.1-pro-preview","5925","640","0.0195",""
"doi:10.1109/icse55347.2025.00043","Automated Generation of Accessibility Test Reports from Recorded User Transcripts","","2025","Proceedings International Conference on Software Engineering","Not found","Not found","Testing for accessibility is a significant step when developing software, as it ensures that all users, including those with disabilities, can effectively engage with web and mobile applications. While automated tools exist to detect accessibility issues in software, none are as comprehensive and effective as the process of user testing, where testers with various disabilities evaluate the application for accessibility and usability issues. However, user testing is not popular with software deve","extracted","abstract_only","2026-04-17T09:17:10.410308+00:00","gemini-3.1-pro-preview","5865","317","0.0155",""
"doi:10.1109/ase63991.2025.00279","AdaptiveGuard: Towards Adaptive Runtime Safety for LLM-Powered Software","","2025","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","Not found","Guardrails are critical for the safe deployment of Large Language Models (LLMs)-powered software. Unlike traditional rule-based systems with limited, predefined input-output spaces that inherently constrain unsafe behavior, LLMs enable open-ended, intelligent interactions—opening the door to jailbreak attacks through user inputs. Guardrails serve as a protective layer, filtering unsafe prompts before they reach the LLM. However, prior research shows that jailbreak attacks can still succeed over ","extracted","abstract_only","2026-04-17T09:17:06.023472+00:00","gemini-3.1-pro-preview","5966","325","0.0158",""
"doi:10.1016/j.procs.2025.08.223","Exploring Intelligent Document Processing Technology for Discovering Requirements Debt in Systems Engineering Management Plans","","2025","Procedia Computer Science","Not found","Not found","As systems engineering (SE) evolves, adaptability in managing requirements debt (RQ Debt) is crucial to reducing long-term project risk. This study explores the use of Intelligent Document Processing (IDP) and Large Language Models (LLMs) to detect RQ Debt in Systems Engineering Management Plans (SEMPs). Through ongoing interviews with SE professionals, we are developing an iterative RQ Debt Detection Guide while testing Chain-of-Thought (CoT) and In-Context Learning (ICL) for automated RQ Debt ","extracted","abstract_only","2026-04-17T09:17:12.154649+00:00","gemini-3.1-pro-preview","5776","381","0.0161",""
"doi:10.1109/ipdpsw66978.2025.00107","Experience using AI in MPI Test Suite Development: Implications for Educators","","2025","Proceedings 2025 IEEE International Parallel and Distributed Processing Symposium Workshops Ipdpsw 2025","Not found","Not found","The integration of artificial intelligence (AI) into software development has introduced new possibilities for automating complex coding tasks. This study investigates the role of AI, specifically GitHub Copilot, in generating Message Passing Interface (MPI) test suites and its implications for Parallel and Distributed Computing (PDC) education. Key findings highlight the effectiveness of AI-assisted development, the importance of prompt engineering, and the necessity of domain expertise. The st","extracted","abstract_only","2026-04-17T09:17:16.521890+00:00","gemini-3.1-pro-preview","5768","425","0.0166",""
"doi:10.32604/cmc.2025.068137","Redefining the Programmer: Human-AI Collaboration, LLMs, and Security in Modern Software Engineering","","2025","Computers Materials and Continua","Not found","Not found","The rapid integration of artificial intelligence (AI) into software development, driven by large language models (LLMs), is reshaping the role of programmers from traditional coders into strategic collaborators within Industry 4.0 ecosystems. This qualitative study employs a hermeneutic phenomenological approach to explore the lived experiences of Information Technology (IT) professionals as they navigate a dynamic technological landscape marked by intelligent automation, shifting professional i","extracted","abstract_only","2026-04-17T09:17:14.155712+00:00","gemini-3.1-pro-preview","5912","894","0.0226",""
"doi:10.1109/ccece64018.2025.11364364","AI-Assisted System Design: Improving Sequence Diagrams Through Use Case Scenarios","","2025","Canadian Conference on Electrical and Computer Engineering","Not found","Not found","This paper explores two AI-driven approaches for transforming user stories (USs) into sequence diagrams (SDs). Pipeline A directly converts USs into SDs, while Pipeline B introduces an intermediate step of generating use case scenarios. Both pipelines leverage OpenAI’s GPT-4 model to automate these tasks. Ten user stories were processed through both pipelines and evaluated for accuracy, clarity, efficiency, and scalability. Pipeline B’s use of intermediate use case scenarios significantly improv","extracted","abstract_only","2026-04-17T09:17:15.277367+00:00","gemini-3.1-pro-preview","5816","455","0.0171",""
"doi:10.1109/commantel68363.2025.11368431","Automated Test Case Generation (ATCG): Leveraging Large Language Models for Software Testing","","2025","2025 4th International Conference on Computing Management and Telecommunications Commantel 2025","Not found","Not found","Software quality assurance (SQA) processes require automated test case generation as a fundamental component to ensure both software reliability and efficiency. Manual testing approaches are increasingly being replaced by automated testing strategies due to their susceptibility to human error and significant time requirements. Recent advances in artificial intelligence technologies, particularly large language models (LLMs), present an opportunity to revolutionize software testing automation met","extracted","abstract_only","2026-04-17T09:17:24.162975+00:00","gemini-3.1-pro-preview","5897","422","0.0169",""
"doi:10.1109/icimtech67074.2025.11264926","UX Analysis of AI-Based Code Editors Using Think-Aloud and System Usability Scale","","2025","Proceedings of 2025 International Conference on Information Management and Technology Icimtech 2025","Not found","Not found","This research evaluates the user experience of the AI-based code editor, Cursor, by examining both usability and challenges encountered by users. Although these editors offer significant productivity benefits to software developers, a major issue is that AI models sometimes produce out-of-context code that confuses users. Moreover, integrating AI into software engineering often introduces interface complexities that increase the cognitive load on users. The study employed the Think-Aloud (TA) me","extracted","abstract_only","2026-04-17T09:17:38.516310+00:00","gemini-3.1-pro-preview","5910","566","0.0186",""
"doi:10.1145/3701625.3701684","Integrating ChatGPT in Project Management Education: Benefits and Challenges in the Academic Environment","","2024","Proceedings of the XXIII Brazilian Symposium on Software Quality","Not found","Not found","CONTEXT: Teaching project management is complex, and students often do not feel engaged or motivated. Professors can use many initiatives to improve the teaching and learning process. Tools like ChatGPT, when integrated into education, have generated considerable interest due to their potential to enrich students’ learning experiences. GOAL: This paper analyzes the impacts of using ChatGPT as a complementary tool in teaching Project Management in the Software Engineering course, highlighting its","extracted","abstract_only","2026-04-17T09:17:30.278944+00:00","gemini-3.1-pro-preview","5836","312","0.0154",""
"doi:10.1145/3658644.3690283","Using AI Assistants in Software Development: A Qualitative Study on Security Practices and Concerns*","","2024","Ccs 2024 Proceedings of the 2024 ACM Sigsac Conference on Computer and Communications Security","Not found","Not found","Following the recent release of AI assistants, such as OpenAI's ChatGPT and GitHub Copilot, the software industry quickly utilized these tools for software development tasks, e.g., generating code or consulting AI for advice. While recent research has demonstrated that AI-generated code can contain security issues, how software professionals balance AI assistant usage and security remains unclear. This paper investigates how software professionals use AI assistants in secure software development","extracted","fulltext","2026-04-17T09:17:51.771340+00:00","gemini-3.1-pro-preview","16485","1686","0.0532",""
"doi:10.1134/s0361768824700774","Exploring the Frontier of Software Engineering Education with Chatbots","","2024","Programming and Computer Software","Not found","Not found","This article explores the potential of chatbots to bridge the gap for students transitioning from structured programming to object-oriented programming (OOP). We delve into the advantages and disadvantages of using chatbots like ChatGPT 3.5 and 4.0, Gemini, and Bing to assist with OOP learning. While these tools offer benefits like providing code examples and explanations, limitations exist in accurate problem interpretation and adherence to best practices. Building upon the previous student-foc","extracted","abstract_only","2026-04-17T09:17:42.180185+00:00","gemini-3.1-pro-preview","5847","503","0.0177",""
"doi:10.1186/s40537-024-01019-z","An assessment of large language models for OpenMP-based code parallelization: a user perspective","","2024","Journal of Big Data","Not found","Not found","Large language models have sparked a lot of attention in the research community in recent days, especially with the introduction of practical tools such as ChatGPT and Github Copilot. Their ability to solve complex programming tasks was also shown in several studies and commercial solutions increasing the interest in using them for software development in different fields. High performance computing is one of such fields, where parallel programming techniques have been extensively used to utiliz","extracted","fulltext","2026-04-17T09:17:53.005026+00:00","gemini-3.1-pro-preview","17991","1144","0.0497",""
"doi:10.1145/3699538.3699541","Unrestricted Use of LLMs in a Software Project Course: Student Perceptions on Learning and Impact on Course Performance","","2024","ACM International Conference Proceeding Series","Not found","Not found","","extracted","abstract_only","2026-04-17T09:17:31.033221+00:00","gemini-3.1-pro-preview","5638","308","0.015",""
"doi:10.1145/3678957.3685701","LLM-powered Multimodal Insight Summarization for UX Testing","","2024","ACM International Conference Proceeding Series","Not found","Not found","User experience (UX) testing platforms capture many data types related to user feedback and behavior, including clickstream, survey responses, screen recordings of participants performing tasks, and participants’ think-aloud audio. Analyzing these multimodal data channels to extract insights remains a time-consuming, manual process for UX researchers. This paper presents a large language model (LLM) approach for generating insights from multimodal UX testing data. By unifying verbal, behavioral,","extracted","abstract_only","2026-04-17T09:17:33.420290+00:00","gemini-3.1-pro-preview","5792","308","0.0153",""
"doi:10.1145/3687272.3688296","LEXI: Large Language Models Experimentation Interface","","2024","Hai 2024 Proceedings of the 12th International Conference on Human Agent Interaction","Not found","Not found","The recent developments in Large Language Models (LLMs) mark a significant moment in the research and development of social interactions with artificial agents. These agents are widely deployed in a variety of settings, with potential impact on users. However, the study of social interactions with agents powered by LLMs is still emerging, limited by access to the technology and to data, the absence of standardised interfaces, and challenges to establishing controlled experimental setups using th","extracted","fulltext","2026-04-17T09:17:54.331877+00:00","gemini-3.1-pro-preview","13365","1048","0.0393",""
"doi:10.1002/stvr.1893","Improving Web Element Localization by Using a Large Language Model","","2024","Software Testing Verification and Reliability","B","Journal","ABSTRACT Web‐based test automation heavily relies on accurately finding web elements. Traditional methods compare attributes but do not grasp the context and meaning of elements and words. The emergence of large language models (LLMs) like GPT‐4, which can show human‐like reasoning abilities on some tasks, offers new opportunities for software engineering and web element localization. This paper introduces and evaluates VON Similo LLM, an enhanced web element localization approach. Using an LLM,","extracted","fulltext","2026-04-17T09:18:04.729302+00:00","gemini-3.1-pro-preview","14909","1048","0.0424",""
"doi:10.1142/s0218194024500335","Assessing the Use of GitHub Copilot on Students of Engineering of Information Systems","","2024","International Journal of Software Engineering and Knowledge Engineering","Not found","Not found","This study examines the impact of AI programming assistants like GitHub Copilot and ChatGPT on software engineering efficiency, an area that has seen limited empirical research. We experimentally evaluated the performance of programmers ([Formula: see text]) in Python coding tasks with and without AI assistance, measuring time-to-completion and feature implementation. Results indicate that participants utilizing AI assistance completed tasks significantly faster (p = 0.033) and implemented more ","extracted","abstract_only","2026-04-17T09:17:36.790091+00:00","gemini-3.1-pro-preview","5823","318","0.0155",""
"doi:10.3390/app142210748","Integrating a Virtual Assistant by Using the RAG Method and VERTEX AI Framework at Algebra University","","2024","Applied Sciences Switzerland","Not found","Not found","The development and testing of a virtual assistant (VA) designed to enhance information retrieval and support in an academic environment are presented in this paper, with the Retrieval-Augmented Generation (RAG) approach being utilized alongside Google’s VERTEX AI Palm-2 model. A novel integration of RAG with contextual learning is introduced in this study, specifically for applications in university contact centers, where accuracy and relevance are considered paramount. The effectiveness of the","extracted","abstract_only","2026-04-17T09:17:46.773536+00:00","gemini-3.1-pro-preview","5896","307","0.0155",""
"doi:10.1145/3652620.3687800","A Comparative Analysis of ChatGPT-Generated and Human-Written Use Case Descriptions","","2024","Proceedings Models 2024 ACM IEEE 27th International Conference on Model Driven Engineering Languages and Systems Companion Proceedings","Not found","Not found","The development of comprehensive use case descriptions is a critical task in software engineering, providing essential insights for requirement analysis and system design. The advent of advanced natural language processing models, such as ChatGPT, has sparked interest in their potential to automate tasks traditionally performed by humans, including the generation of use case descriptions in software engineering. Understanding the capabilities and limitations of ChatGPT in generating use case des","extracted","abstract_only","2026-04-17T09:17:51.141397+00:00","gemini-3.1-pro-preview","5868","388","0.0164",""
"doi:10.18421/tem134-10","Applications of Generative Artificial Intelligence in the Software Industry","","2024","TEM Journal","Not found","Not found","The increasing demands on software development are putting serious pressure on its pace. To assist software developers, an increasing number of tools powered by generative artificial intelligence are being introduced. This paper aims to investigate how the use and integration of generative AI have evolved among professionals in the software industry, based on a study involving 104 individuals working in Bulgarian software companies. Data was collected in April 2024 through an online questionnair","extracted","fulltext","2026-04-17T09:18:15.826799+00:00","gemini-3.1-pro-preview","10871","1410","0.0387",""
"doi:10.1145/3691620.3695302","Translation Titans, Reasoning Challenges: Satisfiability-Aided Language Models for Detecting Conflicting Requirements","","2024","Proceedings 2024 39th ACM IEEE International Conference on Automated Software Engineering Ase 2024","Not found","Not found","Detecting conflicting requirements early in the software development lifecycle is crucial to mitigating risks of system failures and enhancing overall reliability. While Large Language Models (LLMs) have demonstrated proficiency in natural language understanding tasks, they often struggle with the nuanced reasoning required for identifying complex requirement conflicts. This paper introduces a novel framework, SAT-LLM, which integrates Satisfiability Modulo Theories (SMT) solvers with LLMs to en","extracted","abstract_only","2026-04-17T09:17:57.133755+00:00","gemini-3.1-pro-preview","5843","407","0.0166",""
"doi:10.1145/3691620.3695257","Understanding Developer-Analyzer Interactions in Code Reviews","","2024","Proceedings 2024 39th ACM IEEE International Conference on Automated Software Engineering Ase 2024","Not found","Not found","Static code analyzers are now a common part of the codereview process. These automated tools integrate into the code review process by commenting on code changes and suggesting improvements, in the same way as human reviewers. The comments made by static analyzers often trigger a conversation between developers to align on if and how the issue should be fixed. Because developers rarely give feedback directly to the tool, understanding the sentiment and intent in the conversation triggered by the","extracted","abstract_only","2026-04-17T09:18:06.677424+00:00","gemini-3.1-pro-preview","5738","523","0.0178",""
"doi:10.1145/3691620.3695527","Test-Driven Development and LLM-based Code Generation","","2024","Proceedings 2024 39th ACM IEEE International Conference on Automated Software Engineering Ase 2024","Not found","Not found","Recent Large Language Models (LLMs) have demonstrated significant capabilities in generating code snippets directly from problem statements. This increasingly automated process mirrors traditional human-led software development, where code is often written in response to a requirement. Historically, Test-Driven Development (TDD) has proven its merit, requiring developers to write tests before the functional code, ensuring alignment with the initial problem statements. Applying TDD principles to ","extracted","abstract_only","2026-04-17T09:17:56.011147+00:00","gemini-3.1-pro-preview","5858","395","0.0165",""
"doi:10.1145/3691620.3695529","On the Evaluation of Large Language Models in Unit Test Generation","","2024","Proceedings 2024 39th ACM IEEE International Conference on Automated Software Engineering Ase 2024","Not found","Not found","Unit testing is an essential activity in software development for verifying the correctness of software components. However, manually writing unit tests is challenging and time-consuming. The emergence of Large Language Models (LLMs) offers a new direction for automating unit test generation. Existing research primarily focuses on closed-source LLMs (e.g., ChatGPT and CodeX) with fixed prompting strategies, leaving the capabilities of advanced open-source LLMs with various prompting settings une","extracted","fulltext","2026-04-17T09:18:17.805087+00:00","gemini-3.1-pro-preview","12325","1034","0.0371",""
"doi:10.1145/3674805.3690755","Multi-language Software Development in the LLM Era: Insights from Practitioners' Conversations with ChatGPT","","2024","International Symposium on Empirical Software Engineering and Measurement","A","Conference","Non-trivial software systems are commonly developed using more than a single programming language. However, multi-language development is not straightforward. Nowadays, tools powered by Large Language Models (LLMs), such as ChatGPT, have been shown to successfully assist practitioners in several aspects of software development. This paper reports a preliminary study aimed to investigate to what extent ChatGPT is being used in multi-language development scenarios. Hence, we leveraged DevGPT, a da","extracted","abstract_only","2026-04-17T09:18:02.470380+00:00","gemini-3.1-pro-preview","5916","310","0.0156",""
