"paper_id","doi","title","venue","scis_rank","safe_filename","status","source","pdf_url","attempts","first_attempt_date","last_attempt_date","retrieved_at","file_size_bytes","notes"
"doi:10.3390/app142210748","10.3390/app142210748","Integrating a Virtual Assistant by Using the RAG Method and VERTEX AI Framework at Algebra University","Applied Sciences Switzerland","Not found","doi_10.3390_app142210748.pdf","failed","unpaywall","https://www.mdpi.com/2076-3417/14/22/10748/pdf?version=1732108257","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_ok; download_failed_all_1_urls; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.18421/tem134-10","10.18421/TEM134-10","Applications of Generative Artificial Intelligence in the Software Industry","TEM Journal","Not found","doi_10.18421_tem134-10.pdf","retrieved","unpaywall","https://www.temjournal.com/content/134/TEMJournalNovember2024_2724_2733.pdf","3","2026-04-16","2026-04-16","2026-04-16T06:48:20.708525+00:00","1025067","unpaywall_ok; download_ok_url0; valid_pdf_1025067bytes"
"doi:10.1145/3652620.3687800","10.1145/3652620.3687800","A Comparative Analysis of ChatGPT-Generated and Human-Written Use Case Descriptions","Proceedings Models 2024 ACM IEEE 27th International Conference on Model Driven Engineering Languages and Systems Companion Proceedings","Not found","doi_10.1145_3652620.3687800.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3652620.3687800?download=true","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_2_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3691620.3695302","10.1145/3691620.3695302","Translation Titans, Reasoning Challenges: Satisfiability-Aided Language Models for Detecting Conflicting Requirements","Proceedings 2024 39th ACM IEEE International Conference on Automated Software Engineering Ase 2024","Not found","doi_10.1145_3691620.3695302.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3691620.3695257","10.1145/3691620.3695257","Understanding Developer-Analyzer Interactions in Code Reviews","Proceedings 2024 39th ACM IEEE International Conference on Automated Software Engineering Ase 2024","Not found","doi_10.1145_3691620.3695257.pdf","failed","unpaywall","https://doi.org/10.1145/3691620.3695257","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3691620.3695527","10.1145/3691620.3695527","Test-Driven Development and LLM-based Code Generation","Proceedings 2024 39th ACM IEEE International Conference on Automated Software Engineering Ase 2024","Not found","doi_10.1145_3691620.3695527.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3691620.3695529","10.1145/3691620.3695529","On the Evaluation of Large Language Models in Unit Test Generation","Proceedings 2024 39th ACM IEEE International Conference on Automated Software Engineering Ase 2024","Not found","doi_10.1145_3691620.3695529.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2406.18181","2","2026-04-16","2026-04-16","2026-04-16T03:57:28.079819+00:00","308254","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_308254bytes"
"doi:10.1145/3674805.3690755","10.1145/3674805.3690755","Multi-language Software Development in the LLM Era: Insights from Practitioners' Conversations with ChatGPT","International Symposium on Empirical Software Engineering and Measurement","A","doi_10.1145_3674805.3690755.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3674805.3690746","10.1145/3674805.3690746","Automatic Library Migration Using Large Language Models: First Results","International Symposium on Empirical Software Engineering and Measurement","A","doi_10.1145_3674805.3690746.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2408.16151.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:18:34.263942+00:00","171665","unpaywall_ok; download_failed_all_2_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2408.16151; download_ok_url0; valid_pdf_171665bytes"
"doi:10.1145/3674805.3690744","10.1145/3674805.3690744","Can ChatGPT emulate humans in software engineering surveys?","International Symposium on Empirical Software Engineering and Measurement","A","doi_10.1145_3674805.3690744.pdf","failed","unpaywall","https://doi.org/10.1145/3674805.3690744","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3674805.3690743","10.1145/3674805.3690743","Data extraction for systematic mapping study using a large language model - a proof-of-concept study in software engineering","International Symposium on Empirical Software Engineering and Measurement","A","doi_10.1145_3674805.3690743.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3674805.3686666","10.1145/3674805.3686666","ChatGPT application in Systematic Literature Reviews in Software Engineering: an evaluation of its accuracy to support the selection activity","International Symposium on Empirical Software Engineering and Measurement","A","doi_10.1145_3674805.3686666.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3654777.3676414","10.1145/3654777.3676414","VizAbility: Enhancing Chart Accessibility with LLM-based Conversational Interaction","Proceedings of the 37th Annual ACM Symposium on User Interface Software and Technology","Not found","doi_10.1145_3654777.3676414.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2310.09611","2","2026-04-16","2026-04-16","2026-04-16T03:57:53.235247+00:00","11322298","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_11322298bytes"
"doi:10.1145/3654777.3676401","10.1145/3654777.3676401","VoicePilot: Harnessing LLMs as Speech Interfaces for Physically Assistive Robots","UIST 2024 Proceedings of the 37th Annual ACM Symposium on User Interface Software and Technology","A*","doi_10.1145_3654777.3676401.pdf","retrieved","unpaywall","https://arxiv.org/pdf/2404.04066","2","2026-04-16","2026-04-16","2026-04-16T03:57:56.230691+00:00","11724137","unpaywall_ok; download_ok; valid_pdf_11724137bytes"
"doi:10.1515/labmed-2024-0034","10.1515/labmed-2024-0034","Dear ChatGPT - Can you teach me how to program an app for laboratory medicine?","Journal of Laboratory Medicine","Not found","doi_10.1515_labmed-2024-0034.pdf","retrieved","unpaywall","https://www.degruyter.com/document/doi/10.1515/labmed-2024-0034/pdf","2","2026-04-16","2026-04-16","2026-04-16T03:58:00.444679+00:00","407259","unpaywall_ok; download_ok; valid_pdf_407259bytes"
"doi:10.1145/3678719.3685691","10.1145/3678719.3685691","Use of ChatGPT as an Assistant in the End-to-End Test Script Generation for Android Apps","A Test 2024 Proceedings of the 15th ACM International Workshop on Automating Test Case Design Selection and Evaluation Co Located with Ssta 2024","Not found","doi_10.1145_3678719.3685691.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3650212.3680355","10.1145/3650212.3680355","How Effective Are They? Exploring Large Language Model Based Fuzz Driver Generation","Issta 2024 Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis","Not found","doi_10.1145_3650212.3680355.pdf","retrieved","semantic_scholar","http://arxiv.org/pdf/2307.12469","2","2026-04-16","2026-04-16","2026-04-16T03:58:10.017256+00:00","1518682","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_1518682bytes"
"doi:10.1145/3650212.3652142","10.1145/3650212.3652142","CoEdPilot: Recommending Code Edits with Learned Prior Edit Relevance, Project-wise Awareness, and Interactive Nature","Issta 2024 Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis","Not found","doi_10.1145_3650212.3652142.pdf","retrieved","unpaywall","https://arxiv.org/pdf/2408.01733","2","2026-04-16","2026-04-16","2026-04-16T03:58:11.283160+00:00","1366628","unpaywall_ok; download_ok; valid_pdf_1366628bytes"
"doi:10.1145/3650212.3680388","10.1145/3650212.3680388","LLM4Fin: Fully Automating LLM-Powered Test Case Generation for FinTech Software Acceptance Testing","Issta 2024 Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis","Not found","doi_10.1145_3650212.3680388.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3650212.3680368","10.1145/3650212.3680368","SelfPiCo: Self-Guided Partial Code Execution with LLMs","Issta 2024 Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis","Not found","doi_10.1145_3650212.3680368.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2407.16974.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:19:12.317197+00:00","1183867","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2407.16974; download_ok_url0; valid_pdf_1183867bytes"
"doi:10.1145/3643795.3648393","10.1145/3643795.3648393","Gauging Tech Community Acceptance of Rapid Prototyping in Unfamiliar Programming Languages using LLM Chatbots","Proceedings 2024 International Workshop on Large Language Models for Code Llm4code 2024","Not found","doi_10.1145_3643795.3648393.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3643795.3648393?download=true","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_2_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643795.3648379","10.1145/3643795.3648379","An Empirical Study on Usage and Perceptions of LLMs in a Software Engineering Project","Proceedings 2024 International Workshop on Large Language Models for Code Llm4code 2024","Not found","doi_10.1145_3643795.3648379.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2401.16186","2","2026-04-16","2026-04-16","2026-04-16T03:58:26.994833+00:00","1060114","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_1060114bytes"
"doi:10.1145/3643795.3648396","10.1145/3643795.3648396","Unit Test Generation using Generative AI : A Comparative Performance Analysis of Autogeneration Tools","Proceedings 2024 International Workshop on Large Language Models for Code Llm4code 2024","Not found","doi_10.1145_3643795.3648396.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2312.10622","2","2026-04-16","2026-04-16","2026-04-16T03:58:29.849533+00:00","1020429","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_1020429bytes"
"doi:10.1145/3643795.3648394","10.1145/3643795.3648394","Learn to Code Sustainably: An Empirical Study on Green Code Generation","Proceedings 2024 International Workshop on Large Language Models for Code Llm4code 2024","Not found","doi_10.1145_3643795.3648394.pdf","failed","unpaywall","https://dspace.mit.edu/bitstream/1721.1/157323/1/3643795.3648394.pdf","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643795.3648377","10.1145/3643795.3648377","Industrial Experience Report on AI-Assisted Coding in Professional Software Development","Proceedings 2024 International Workshop on Large Language Models for Code Llm4code 2024","Not found","doi_10.1145_3643795.3648377.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.3390/info15090572","10.3390/info15090572","May the Source Be with You: On ChatGPT, Cybersecurity, and Secure Coding †","Information Switzerland","Not found","doi_10.3390_info15090572.pdf","failed","unpaywall","https://www.mdpi.com/2078-2489/15/9/572/pdf?version=1726654392","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1016/j.bushor.2024.05.009","10.1016/j.bushor.2024.05.009","Navigating software development in the ChatGPT and GitHub Copilot era","Business Horizons","Not found","doi_10.1016_j.bushor.2024.05.009.pdf","failed","unpaywall","https://doi.org/10.1016/j.bushor.2024.05.009","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_ok; download_failed_all_4_urls; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643787.3648033","10.1145/3643787.3648033","Towards LLM-Generated Code Tours for Onboarding","Proceedings 2024 ACM IEEE International Workshop on Nl Based Software Engineering Nlbse 2024","Not found","doi_10.1145_3643787.3648033.pdf","failed","unpaywall","https://dl.acm.org/doi/pdf/10.1145/3643787.3648033?download=true","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_2_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643690.3648236","10.1145/3643690.3648236","Human-AI Collaboration in Software Engineering: Lessons Learned from a Hands-On Workshop","Proceedings 2024 IEEE ACM International Workshop on Software Intensive Business Iwsib 2024","Not found","doi_10.1145_3643690.3648236.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2312.10620","2","2026-04-16","2026-04-16","2026-04-16T03:59:05.219605+00:00","483755","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_483755bytes"
"doi:10.1145/3643787.3648032","10.1145/3643787.3648032","Towards Automatic Translation of Machine Learning Visual Insights to Analytical Assertions","Proceedings 2024 ACM IEEE International Workshop on Nl Based Software Engineering Nlbse 2024","Not found","doi_10.1145_3643787.3648032.pdf","retrieved","semantic_scholar","http://arxiv.org/pdf/2401.07696","2","2026-04-16","2026-04-16","2026-04-16T03:59:11.303761+00:00","462917","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_462917bytes"
"doi:10.1016/j.jss.2024.112059","10.1016/j.jss.2024.112059","GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT","Journal of Systems and Software","A","doi_10.1016_j.jss.2024.112059.pdf","failed","unpaywall","https://doi.org/10.1016/j.jss.2024.112059","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_ok; download_failed_all_4_urls; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3671016.3674821","10.1145/3671016.3674821","An Exploratory Evaluation of Large Language Models Using Empirical Software Engineering Tasks","ACM International Conference Proceeding Series","Not found","doi_10.1145_3671016.3674821.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3663529.3663839","10.1145/3663529.3663839","Automated Unit Test Improvement using Large Language Models at Meta","Fse Companion Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering","Not found","doi_10.1145_3663529.3663839.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2402.09171.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:21:12.613479+00:00","667103","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2402.09171; download_ok_url0; valid_pdf_667103bytes"
"doi:10.1145/3664646.3665664","10.1145/3664646.3665664","AI-Assisted Assessment of Coding Practices in Modern Code Review","Aiware 2024 Proceedings of the 1st ACM International Conference on AI Powered Software Co Located with Esec Fse 2024","Not found","doi_10.1145_3664646.3665664.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2405.13565","2","2026-04-16","2026-04-16","2026-04-16T03:59:27.394087+00:00","986515","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_986515bytes"
"doi:10.1145/3663529.3663801","10.1145/3663529.3663801","ChatUniTest: A Framework for LLM-Based Test Generation","Fse Companion Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering","Not found","doi_10.1145_3663529.3663801.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2305.04764","2","2026-04-16","2026-04-16","2026-04-16T03:59:28.852068+00:00","705592","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_705592bytes"
"doi:10.1145/3663529.3663803","10.1145/3663529.3663803","EM-Assist: Safe Automated ExtractMethod Refactoring with LLMs","Fse Companion Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering","Not found","doi_10.1145_3663529.3663803.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2405.20551.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:21:32.906821+00:00","1099192","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2405.20551; download_ok_url0; valid_pdf_1099192bytes"
"doi:10.1145/3664646.3664762","10.1145/3664646.3664762","Unveiling Assumptions: Exploring the Decisions of AI Chatbots and Human Testers","Aiware 2024 Proceedings of the 1st ACM International Conference on AI Powered Software Co Located with Esec Fse 2024","Not found","doi_10.1145_3664646.3664762.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2406.11339","2","2026-04-16","2026-04-16","2026-04-16T03:59:41.447185+00:00","558114","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_558114bytes"
"doi:10.1145/3657604.3662036","10.1145/3657604.3662036","Evaluating the Effectiveness of LLMs in Introductory Computer Science Education: A Semester-Long Field Study","L@s 2024 Proceedings of the 11th ACM Conference on Learning @ Scale","Not found","doi_10.1145_3657604.3662036.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2404.13414","2","2026-04-16","2026-04-16","2026-04-16T03:59:48.911824+00:00","4711218","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_4711218bytes"
"doi:10.1145/3649217.3653615","10.1145/3649217.3653615","Performance, Workload, Emotion, and Self-Efficacy of Novice Programmers Using AI Code Generation","Annual Conference on Innovation and Technology in Computer Science Education Iticse","Not found","doi_10.1145_3649217.3653615.pdf","failed","unpaywall","https://doi.org/10.1145/3649217.3653615","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3645079","10.1145/3643991.3645079","Does Generative AI Generate Smells Related to Container Orchestration?: An Exploratory Study with Kubernetes Manifests","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645079.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3645081","10.1145/3643991.3645081","How to Refactor this Code? An Exploratory Study on Developer-ChatGPT Refactoring Conversations","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645081.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2402.06013","2","2026-04-16","2026-04-16","2026-04-16T03:59:59.636781+00:00","682222","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_682222bytes"
"doi:10.1145/3643991.3645077","10.1145/3643991.3645077","ChatGPT in Action: Analyzing Its Use in Software Development","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645077.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3644918","10.1145/3643991.3644918","Unveiling ChatGPT's Usage in Open Source Projects: A Mining-based Study","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3644918.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2402.16480","2","2026-04-16","2026-04-16","2026-04-16T04:00:08.499636+00:00","708560","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_708560bytes"
"doi:10.1145/3643991.3645072","10.1145/3643991.3645072","Analyzing Developer Use of ChatGPT Generated Code in Open Source GitHub Projects","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645072.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3645073","10.1145/3643991.3645073","How I Learned to Stop Worrying and Love ChatGPT","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645073.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2504.05712.pdf","4","2026-04-16","2026-04-16","2026-04-16T08:22:14.986651+00:00","887615","unpaywall_ok; download_failed_all_2_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2504.05712; download_ok_url0; valid_pdf_887615bytes"
"doi:10.1145/3643991.3645082","10.1145/3643991.3645082","Analyzing Developer-ChatGPT Conversations for Software Refactoring: An Exploratory Study","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645082.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3645080","10.1145/3643991.3645080","On the Taxonomy of Developers' Discussion Topics with ChatGPT","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645080.pdf","failed","unpaywall","https://doi.org/10.1145/3643991.3645080","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3645074","10.1145/3643991.3645074","Can ChatGPT Support Developers? An Empirical Evaluation of Large Language Models for Code Generation","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645074.pdf","retrieved","unpaywall","https://arxiv.org/pdf/2402.11702","2","2026-04-16","2026-04-16","2026-04-16T04:00:26.508452+00:00","447314","unpaywall_ok; download_ok; valid_pdf_447314bytes"
"doi:10.1145/3643991.3644917","10.1145/3643991.3644917","Exploring the Effect of Multiple Natural Languages on Code Suggestion Using GitHub Copilot","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3644917.pdf","retrieved","unpaywall","https://pure.tue.nl/ws/files/350760550/3643991.3644917.pdf","2","2026-04-16","2026-04-16","2026-04-16T04:00:29.540794+00:00","674384","unpaywall_ok; download_ok; valid_pdf_674384bytes"
"doi:10.1145/3643991.3645075","10.1145/3643991.3645075","The role of library versions in Developer-ChatGPT conversations","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645075.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2401.16340","2","2026-04-16","2026-04-16","2026-04-16T04:00:31.116024+00:00","477986","unpaywall_no_oa_location; semscholar_ok; download_ok; valid_pdf_477986bytes"
"doi:10.1145/3643991.3645069","10.1145/3643991.3645069","ChatGPT Chats Decoded: Uncovering Prompt Patterns for Superior Solutions in Software Development Lifecycle","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645069.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3645071","10.1145/3643991.3645071","Quality Assessment of ChatGPT Generated Code and their Use by Developers","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645071.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3645078","10.1145/3643991.3645078","Chatting with AI: Deciphering Developer Conversations with ChatGPT","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645078.pdf","failed","unpaywall","https://doi.org/10.1145/3643991.3645078","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3645070","10.1145/3643991.3645070","Write me this Code: An Analysis of ChatGPT Quality for Producing Source Code","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645070.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3643991.3645084","10.1145/3643991.3645084","How Do So ware Developers Use ChatGPT? An Exploratory Study on GitHub Pull Requests","Proceedings 2024 IEEE ACM 21st International Conference on Mining Software Repositories MSR 2024","A","doi_10.1145_3643991.3645084.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1016/j.ins.2024.120759","10.1016/j.ins.2024.120759","VIRTSI: A novel trust dynamics model enhancing Artificial Intelligence collaboration with human users – Insights from a ChatGPT evaluation study","Information Sciences","A","doi_10.1016_j.ins.2024.120759.pdf","failed","unpaywall","https://doi.org/10.1016/j.ins.2024.120759","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_ok; download_failed_all_4_urls; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3634737.3661134","10.1145/3634737.3661134","An Investigation into Misuse of Java Security APIs by Large Language Models","ACM Asiaccs 2024 Proceedings of the 19th ACM Asia Conference on Computer and Communications Security","Not found","doi_10.1145_3634737.3661134.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2404.03823","2","2026-04-16","2026-04-16","2026-04-16T04:00:59.217633+00:00","4557364","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_4557364bytes"
"doi:10.1145/3653718","10.1145/3653718","Automatically inspecting thousands of static bug warnings with large language model: How far are we?","ACM Transactions on Knowledge Discovery from Data","A*","doi_10.1145_3653718.pdf","retrieved","existing_on_disk","https://dl.acm.org/doi/pdf/10.1145/3653718","4","2026-04-16","2026-04-16","2026-04-16T08:53:02.639590+00:00","2810887","valid_pdf_2810887bytes"
"doi:10.1145/3661167.3661273","10.1145/3661167.3661273","An Empirical Study on How Large Language Models Impact Software Testing Learning","ACM International Conference Proceeding Series","Not found","doi_10.1145_3661167.3661273.pdf","failed","unpaywall","https://doi.org/10.1145/3661167.3661273","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3661167.3661192","10.1145/3661167.3661192","AI-Generated Test Scripts for Web E2E Testing with ChatGPT and Copilot: A Preliminary Study","ACM International Conference Proceeding Series","Not found","doi_10.1145_3661167.3661192.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1145/3661167.3661172","10.1145/3661167.3661172","The Promise and Challenges of Using LLMs to Accelerate the Screening Process of Systematic Reviews","ACM International Conference Proceeding Series","Not found","doi_10.1145_3661167.3661172.pdf","retrieved","semantic_scholar","https://arxiv.org/pdf/2404.15667","2","2026-04-16","2026-04-16","2026-04-16T04:01:21.448614+00:00","694753","unpaywall_ok; download_http_403; semscholar_ok; download_ok; valid_pdf_694753bytes"
