"paper_id","capability_id","evidence"
"doi:10.1109/ecce58356.2025.11260366","CAP_SYSDESIGN","By integrating natural language processing with engineering workflows, Circuit-AI streamlines critical tasks such as Bill of Materials (BoM) optimization and circuit simulations through tools like LTspice and MATLAB."
"doi:10.1109/msr66628.2025.00105","CAP_TESTING","Based on these insights, we constructed a usecase -> (high-level) test-cases dataset to train/fine-tune models for generating high-level test cases."
"doi:10.1109/msr66628.2025.00105","CAP_REQENG","Our proactive approach strengthens requirement-testing alignment and facilitates early test case generation to streamline development."
"doi:10.1109/ictai66417.2025.00171","CAP_CODEREVIEW","The system is tested against 30 software engineering projects, across different software engineering artifact types. Our evaluation demonstrates significant efficiency improvement against the current (manual) assessment approach"
"doi:10.1016/j.procs.2025.08.223","CAP_REQENG","This study explores the use of Intelligent Document Processing (IDP) and Large Language Models (LLMs) to detect RQ Debt in Systems Engineering Management Plans (SEMPs)."
"doi:10.1109/educon62633.2025.11016313","CAP_CODEGEN","The system includes tools for speech and text processing, program code generation..."
"doi:10.1109/educon62633.2025.11016313","CAP_TESTING","code testing, and result verification."
"doi:10.32604/cmc.2025.068137","CAP_CODEGEN","concerns about the reliability and security of AI-generated code"
"doi:10.32604/cmc.2025.068137","CAP_CODECOMP","syntactically correct but contextually inappropriate suggestions"
"doi:10.1109/temsconglobal64363.2025.11238312","CAP_REQENG","automate and accelerate the generation of requirements"
"doi:10.1109/temsconglobal64363.2025.11238312","CAP_SYSDESIGN","automate and accelerate the generation of... sequence diagrams"
"doi:10.1109/temsconglobal64363.2025.11238312","CAP_CODEGEN","automate and accelerate the generation of... smart contract code"
"doi:10.1109/temsconglobal64363.2025.11238312","CAP_TESTING","automate and accelerate the generation of... unit tests"
"doi:10.1109/temsconglobal64363.2025.11238312","CAP_VULNDET","automate and accelerate the generation of... security analyses"
"doi:10.1109/ccece64018.2025.11364364","CAP_SYSDESIGN","Abstract states: 'This paper explores two AI-driven approaches for transforming user stories (USs) into sequence diagrams (SDs)... Pipeline B’s use of intermediate use case scenarios significantly improved the quality and detail of SDs'"
"doi:10.1109/ccece64018.2025.11364364","CAP_REQENG","Abstract states: 'transforming user stories (USs) into sequence diagrams (SDs)... Pipeline B introduces an intermediate step of generating use case scenarios.'"
"doi:10.1109/ipdpsw66978.2025.00107","CAP_TESTING","Abstract explicitly mentions the role of AI in generating Message Passing Interface (MPI) test suites."
"doi:10.1109/ipdpsw66978.2025.00107","CAP_CODEGEN","Abstract mentions the integration of AI into software development for automating complex coding tasks and generating test suites."
"doi:10.1109/commantel68363.2025.11368431","CAP_TESTING","This paper introduces a novel SQA test case generation methodology based on GPT and other advanced LLMs. The proposed approach automatically converts the source code, the requirements documentation, and other software artifacts into appropriate testing scenarios. We conduct an experimental evaluation by comparing our approach with conventional test case generation techniques."
"doi:10.1109/icimtech67074.2025.11264926","CAP_CODEGEN","AI models sometimes produce out-of-context code that confuses users"
"doi:10.1109/icimtech67074.2025.11264926","CAP_CODECOMP","Evaluation of the AI-based code editor, Cursor"
"doi:10.1134/s0361768824700774","CAP_CODEGEN","While these tools offer benefits like providing code examples and explanations"
"doi:10.1145/3652620.3687800","CAP_REQENG","The advent of advanced natural language processing models, such as ChatGPT, has sparked interest in their potential to automate tasks traditionally performed by humans, including the generation of use case descriptions in software engineering."
"doi:10.1145/3658644.3690283","CAP_CODEGEN","Almost all participants used AI assistants to generate code..."
"doi:10.1145/3658644.3690283","CAP_DEBUGGING","Some participants reported using ChatGPT for debugging code, fixing bugs..."
"doi:10.1145/3658644.3690283","CAP_CODESUM","or explaining code: 'The thing I love about things like ChatGPT is it doesn't just give you the answer, it explains why...'"
"doi:10.1145/3658644.3690283","CAP_VULNDET","Many participants reported using AI assistants for security tasks. Identifying vulnerabilities and fixing security bugs in code were mentioned..."
"doi:10.1145/3658644.3690283","CAP_REFACTORING","Minor other use cases were related to code quality, such as refactoring, optimizing..."
"doi:10.1145/3658644.3690283","CAP_DOCGEN","using ChatGPT for automating the boring stuff like code refactoring, unit tests, and code documentation"
"doi:10.1145/3658644.3690283","CAP_TESTING","using ChatGPT for automating the boring stuff like code refactoring, unit tests, and code documentation"
"doi:10.1145/3658644.3690283","CAP_CODETRANS","a few participants stated that they used AI assistants to translate code into other programming languages."
"doi:10.1145/3658644.3690283","CAP_REQENG","generating code, writing documentation or requirements."
"doi:10.1186/s40537-024-01019-z","CAP_CODEGEN","We used nine different benchmark applications which represent typical parallel programming workloads and compared their OpenMP-based parallel solutions produced manually and using ChatGPT and Github Copilot"
"doi:10.1145/3687272.3688296","CAP_SYSDESIGN","Using a graphical interface, LEXI allows researchers to build agents, and deploy them in experimental setups"
"doi:10.1145/3687272.3688296","CAP_CICD","After setting up an experiment, LEXI generates an 'Experiment Address' (a URL) that researchers can share with potential participants or embed in external platforms"
"doi:10.1145/3691620.3695527","CAP_CODEGEN","Recent Large Language Models (LLMs) have demonstrated significant capabilities in generating code snippets directly from problem statements... We experimented with established function-level code generation benchmarks such as MBPP and HumanEval."
"doi:10.1145/3691620.3695302","CAP_REQENG","Detecting conflicting requirements early in the software development lifecycle... This paper introduces a novel framework, SAT-LLM, which integrates Satisfiability Modulo Theories (SMT) solvers with LLMs to enhance the detection of conflicting software requirements."
"doi:10.1002/stvr.1893","CAP_TESTING","LLM technology can enhance web element identification in GUI test automation, reducing false positives and potentially lowering maintenance costs."
"doi:10.1145/3691620.3695257","CAP_CODEREVIEW","These automated tools integrate into the code review process by commenting on code changes and suggesting improvements, in the same way as human reviewers."
"doi:10.18421/tem134-10","CAP_CODEGEN","Generating initial code (47.4%)"
"doi:10.18421/tem134-10","CAP_DOCGEN","Writing documentation (44.7%)"
"doi:10.18421/tem134-10","CAP_DEBUGGING","troubleshooting code issues"
"doi:10.18421/tem134-10","CAP_TESTING","create tests, or generate code descriptions"
"doi:10.1145/3691620.3695529","CAP_TESTING","The paper conducts a comprehensive evaluation of five open-source LLMs and GPT-4 for the task of automated unit test generation."
"doi:10.1145/3674805.3690746","CAP_REFACTORING","we share our initial results involving the use of ChatGPT to migrate a client application to use a newer version of SQLAlchemy"
"doi:10.1145/3674805.3690746","CAP_TESTING","In the second step, we tasked GPT to migrate only the test files. In this case, our intention is to assess the migrated tests by running them on the manually migrated application."
"doi:10.1145/3678719.3685691","CAP_TESTING","This study investigates the use of ChatGPT... as an assistant in developing automated E2E test scripts for Android apps."
"doi:10.1145/3643795.3648393","CAP_CODEGEN","use ChatGPT to prototype apps in unfamiliar programming languages"
"doi:10.1145/3643795.3648393","CAP_SYSDESIGN","It is now possible to perform programming and software design tasks with assistance from ChatGPT."
"doi:10.1145/3643795.3648377","CAP_CODEGEN","They promise to boost software development performance, especially in code creation."
"doi:10.1145/3650212.3680388","CAP_TESTING","We introduce a groundbreaking, fully automated approach for generating high-coverage test cases from natural language business rules. Our methodology seamlessly integrates the versatility of LLMs with the predictability of algorithmic methods."
"doi:10.1145/3643795.3648394","CAP_CODEGEN","The auto-generated code considered in this study is produced by generative commercial AI language models, GitHub Copilot, OpenAI ChatGPT-3, and Amazon CodeWhisperer. [...] We compare the performance and green capacity of human-generated code and code generated by the three AI language models in response to easy-to-hard problem statements."
"doi:10.1515/labmed-2024-0034","CAP_CODEGEN","ChatGPT compensated for our lack of skills in areas such as extracting data from PDF files and creating user interfaces... translated them into code."
"doi:10.1515/labmed-2024-0034","CAP_DEBUGGING","the code snippets written by ChatGPT often generated error messages, which in most cases could be resolved with the help of ChatGPT"
"doi:10.1145/3650212.3652142","CAP_PROGREPAIR","Bug Fix (Task 1): We show a bug as mistakenly used range(arr) for range(len(arr)) in the project. We ask the participants to find and fix multiple such mistaken uses across the project."
"doi:10.1145/3650212.3652142","CAP_REFACTORING","Refactoring (Task 2): We ask the participants to extract three pieces of duplicated code into a new function."
"doi:10.1145/3650212.3652142","CAP_CODEGEN","Feature Enhancement (Task 3): We ask the participants to introduce a scale capability to normalize the input vectors for existing class classifiers, which requires multiple edit propagation."
"doi:10.1145/3650212.3680368","CAP_SELFREFLECT","If generated values fail the validity checking, the value checker will query back the value generator again with a detailed execution error message. As a result, the interactive value predictor adaptively learns from the code execution results..."
"doi:10.1145/3650212.3680368","CAP_DEBUGGING","SelfPiCo successfully detected 18 Python type errors from 42 collected ones from the GitHub projects and 33 Python type errors from 47 collected ones from the Stack Overflow forum."
"doi:10.1145/3650212.3680355","CAP_TESTING","LLM-based fuzz driver generation is an attractive direction. On one hand, LLMs inherently support fuzz driver generation as API usage inference is a basic scenario in LLM-based code generation."
"doi:10.1145/3650212.3680355","CAP_CODEGEN","An LLM-based (Large Language Model) approach for generating fuzz drivers is a promising area of research. Unlike traditional program analysis-based generators, this text-based approach is more generalized and capable of harnessing a variety of API usage information"
"doi:10.1145/3643795.3648379","CAP_CODEGEN","Analysing the software artifacts reveals that students found LLM code generation very helpful for getting started on the project... creating basic design patterns, data-structures and algorithms"
"doi:10.1145/3643795.3648379","CAP_SYSDESIGN","specifically for creating basic design patterns"
"doi:10.1145/3643795.3648379","CAP_DEBUGGING","getting C++ specific syntax help for simple constructs, and receiving feedback for their own code"
"doi:10.1145/3643795.3648379","CAP_TESTING","Category (5) includes prompts to generate test cases, and design patterns as well as prompts to fill knowledge gaps."
"doi:10.1145/3643787.3648033","CAP_DOCGEN","Our approach is to record the stack trace between a failed test and a faulty method. We then extract code snippets from the methods in this stack trace using CodeQL, a static analysis tool and have them explained by gpt-3.5-turbo-1106, the LLM behind ChatGPT."
"doi:10.1145/3643787.3648033","CAP_CODESUM","We then extract code snippets from the methods in this stack trace using CodeQL... and have them explained by gpt-3.5-turbo-1106, the LLM behind ChatGPT."
"doi:10.1145/3643795.3648396","CAP_TESTING","Generating unit tests is a crucial task in software development, demanding substantial time and effort from programmers. The advent of Large Language Models (LLMs) introduces a novel avenue for unit test script generation."
"doi:10.1145/3643787.3648032","CAP_TESTING","All 18 responses from ChatGPT contained assertions derived from visual properties, notably even when prompted solely with the code... closely matched the ground truth assertions"
"doi:10.1145/3663529.3663839","CAP_TESTING","TestGen-LLM uses two of Meta’s Large Language Models (LLMs) to extend existing, human-written, Kotlin test classes by generating additional test cases that cover previously missed corner cases, and that increase overall test coverage."
"doi:10.1145/3643690.3648236","CAP_CODEGEN","ChatGPT can generate code snippets, assist in writing functions, and offer syntax suggestions for various programming languages based on the specifications"
"doi:10.1145/3643690.3648236","CAP_DOCGEN","ChatGPT can assist in drafting technical documents, user manuals, and code comments, enhancing clarity and accessibility."
"doi:10.1145/3643690.3648236","CAP_CODEREVIEW","ChatGPT’s undeniable capabilities can review code developed by the novice or experienced practitioner. The practitioners were required to upload their projects and get their review by ChatGPT."
"doi:10.1145/3643690.3648236","CAP_TESTING","ChatGPT aids in testing (e.g., unit testing, integration testing) and quality assurance by automating test case generation and script writing, enhancing test efficiency."
"doi:10.1145/3643690.3648236","CAP_DEBUGGING","While it can suggest potential fixes and improvements, but cannot execute or validate these suggestions, necessitating continuous human intervention for debugging."
"doi:10.1145/3649217.3653615","CAP_CODEGEN","coding with and without use of the GitHub Copilot AIDE under time pressure"
"doi:10.1145/3664646.3664762","CAP_TESTING","Chatbots were used to recommend test subsets and justify their choices for manual test prioritization based on a provided scenario."
"doi:10.1145/3663529.3663801","CAP_TESTING","In this paper, we introduce ChatUniTest, a framework to generate unit tests automatically based on LLMs."
"doi:10.1145/3663529.3663801","CAP_PROGREPAIR","If errors occur during the validation step, ChatUniTest initiates the repair process for rectification. There are two types of repair strategies: rule-based repair and LLM-based repair."
"doi:10.1145/3664646.3665664","CAP_CODEREVIEW","This paper reports on the development, deployment, and evaluation of AutoCommenter, a system backed by a large language model that automatically learns and enforces coding best practices."
"doi:10.1145/3663529.3663803","CAP_REFACTORING","To advance the field of refactoring, we introduce EM-Assist, the first automated refactoring tool to use LLMs. EM-Assist is an IntelliJ IDEA plugin. It employs LLMs to generate refactoring suggestions, then filters those that are invalid and non-useful, and further enhances valid suggestions using program slicing techniques."
"doi:10.1145/3643991.3645077","CAP_CODEGEN","The insights from this research would guide the software developers, researchers, and AI tool providers in optimizing these tools for more effective programming aid."
"doi:10.1145/3643991.3645082","CAP_REFACTORING","Our objectives include characterizing the nature of these interactions and evaluating the use of ChatGPT in refactoring. [...] Our examination encompasses the identification and analysis of code refactorings facilitated by ChatGPT."
"doi:10.1145/3643991.3645081","CAP_REFACTORING","Our approach relies on text mining refactoring-related conversations from 17,913 ChatGPT prompts and responses, and investigating developers' explicit refactoring intention."
"doi:10.1145/3643991.3645072","CAP_CODEGEN","The rapid development of large language models such as ChatGPT have made them particularly useful to developers in generating code snippets for their projects."
"doi:10.1145/3643991.3645073","CAP_CODEGEN","users likely copy existing code as large prompts for swift, code-ready responses."
"doi:10.1145/3643991.3645073","CAP_CODEREVIEW","Conversely, for DI and DP, ChatGPT serves more as a tool for drafting ideas, making points in discussions, or conducting reviews."
"doi:10.1145/3643991.3645074","CAP_CODEGEN","The DevGPT dataset comprised 17,913 prompts and ChatGPT’s responses, which encompass 11,751 code snippets... we categorize a conversation as related to code generation (CG) if it contains at least one code snippet"
"doi:10.1145/3643991.3645074","CAP_DEBUGGING","developers submit a prompt that encompasses a segment of the source code along with details about an exception they encountered. They request ChatGPT to identify and modify the source code."
"doi:10.1145/3643991.3645074","CAP_DOCGEN","developers could request ChatGPT to generate a README file by providing a prompt that includes descriptions of the GitHub repository."
"doi:10.1145/3643991.3645071","CAP_CODEGEN","whether ChatGPT generates Python & Java code with quality issues; ChatGPT's generated response quality... including code snippets"
"doi:10.1145/3643991.3645075","CAP_CODEGEN","Library versions are frequently used to fine-tune ChatGPT responses and are often specified by developers by their own dependency configuration files in their prompts."
"doi:10.1145/3643991.3645075","CAP_DEBUGGING","The second most common role library versions have is related to troubleshooting dependency conflicts. We found this case in 10 conversations, and in all but one case, the dependency conflict was caused by ChatGPT responses."
"doi:10.1145/3643991.3644918","CAP_CODEGEN","implementing a new feature... prototyping... developers delegate the implementation of a specific functionality"
"doi:10.1145/3643991.3644918","CAP_CODETRANS","Practitioners used ChatGPT to automatically translate code snippets across languages"
"doi:10.1145/3643991.3644918","CAP_COMMITMSG","developers used ChatGPT to automatically generate a commit message... or a PR/issue description"
"doi:10.1145/3643991.3644918","CAP_CICD","its integration as reviewer in the continuous integration and delivery (CI/CD) pipeline"
"doi:10.1145/3643991.3644918","CAP_CODEREVIEW","The code review subtree collects the usage of ChatGPT as a reviewer, mostly for incoming PRs."
"doi:10.1145/3643991.3644918","CAP_REFACTORING","Refactoring operations recommended by ChatGPT are widely implemented by developers."
"doi:10.1145/3643991.3644918","CAP_PROGREPAIR","Functional bugs have been fixed with the help of ChatGPT"
"doi:10.1145/3643991.3644918","CAP_DEBUGGING","the LLM is also used to support debugging... helping in locating the bug as well as in reproducing it."
"doi:10.1145/3643991.3644918","CAP_TESTING","Another, very relevant subtree of software quality is the one related to the automation of testing activities... the generation of tests"
"doi:10.1145/3643991.3644918","CAP_DOCGEN","automated generation of software documentation. ChatGPT is used both to write documentation from scratch... as well as to improve existing documentation"
"doi:10.1145/3643991.3644918","CAP_PLANNING","The process category groups instances mentioning the usage of ChatGPT to support activities related to the development process, e.g., release planning"
"doi:10.1145/3643991.3644917","CAP_CODEGEN","Copilot's ability to synthesize passing Python code using prompts from AtCoder questions translated into English, Japanese, and Chinese."
"doi:10.1145/3643991.3645084","CAP_DOCGEN","Developers can use LLMs to address software development-related tasks such as documentation"
"doi:10.1145/3643991.3645084","CAP_REFACTORING","tasks such as... code refactoring"
"doi:10.1145/3643991.3645084","CAP_DEBUGGING","tasks such as... debugging"
"doi:10.1145/3643991.3645084","CAP_TESTING","tasks such as... testing"
"doi:10.1145/3643991.3645084","CAP_CODEREVIEW","ChatGPT is often used in review-intensive pull requests"
"doi:10.1145/3661167.3661192","CAP_TESTING","leveraging artificial intelligence (AI) models, specifically ChatGPT and Github Copilot, to generate test scripts for web end-to-end testing"
"doi:10.1145/3634737.3661134","CAP_CODEGEN","assess ChatGPT's trustworthiness in code generation for security API use cases in Java"
"doi:10.1145/3661145","CAP_CODEGEN","can rapidly generate code from natural language or informal specifications"
"doi:10.1145/3661145","CAP_CODECOMP","an auto-complete interface using GitHub Copilot"
"doi:10.1145/3644032.3644443","CAP_TESTING","We evaluate GitHub Copilot's test generation abilities both within and without an existing test suite, and we study the impact of different code commenting strategies on test generations."
"doi:10.1145/3661167.3661172","CAP_DOCGEN","LLMs were used to simplify paper abstracts to test if it improved human comprehension and screening performance."
"doi:10.1145/3630106.3658984","CAP_CODEGEN","interview study with 17 developers who use AI-powered code generation tools"
"doi:10.1145/3661167.3661183","CAP_CODEREVIEW","Review. Sometimes, developers ask ChatGPT to review the implemented code directly."
"doi:10.1145/3661167.3661183","CAP_REFACTORING","Refactoring. In this category, developers ask ChatGPT to improve non-functional perspectives without modifying the behavior of the products."
"doi:10.1145/3661167.3661183","CAP_TESTING","Testing. Code reviews in this category employ ChatGPT to create test cases or verify the correctness of product behaviors."
"doi:10.1145/3661167.3661183","CAP_PROGREPAIR","Bug-fix. Developers use ChatGPT to fix functional bugs."
"doi:10.1145/3661167.3661183","CAP_CODEGEN","Implementation. Developers directly ask ChatGPT to implement the program needed."
"doi:10.1145/3661167.3661183","CAP_DOCGEN","Documentation. Developers have also utilized ChatGPT to modify the documentation."
"doi:10.1145/3655693.3655701","CAP_VULNDET","Assessed four popular LLMs and 10 static code analyzers on their ability to detect a compilation of 40 API vulnerabilities in source code."
"doi:10.1145/3653718","CAP_DEBUGGING","LLM4SA automatically processes each bug warning one-by-one. The bug warnings can be classified by LLM4SA as real bugs, false alarms, or unknown... In total, LLM4SA inspected 6,904 bug warnings and correctly identified 5,492 of them as either real bugs or false alarms."
"doi:10.1145/3653718","CAP_CODEREVIEW","Llm4sa provides a more practical and intuitive method for examining bug warnings, effectively substituting human involvement in the process."
"doi:10.1145/3639477.3643648","CAP_CODESEARCH","interacting with these tools to accelerate online searching"
"doi:10.1145/3639477.3643648","CAP_CODEGEN","interacting with these tools to accelerate [...] typing, and syntax recall"
"doi:10.1109/tse.2024.3392499","CAP_CODEGEN","Generates functionally correct code for LeetCode algorithmic problems in multiple languages, with performance evaluated on test cases."
"doi:10.1109/tse.2024.3392499","CAP_PROGREPAIR","Leverages multi-round dialog to fix generated code with Wrong Answer, Compile Error, Runtime Error, or Time Limit Exceeded issues, as well as fixing security vulnerabilities."
"doi:10.1145/3638247","CAP_REQENG","Design view’s chatbot is prompted as an infinite questioner... to support requirement elicitation and analysis."
"doi:10.1145/3638247","CAP_PLANNING","This co-pilot first converts the high-level intention in the task description into the main steps required to complete the task. For example, for the task description in the Task Description box, it generates three steps"
"doi:10.1145/3638247","CAP_TESTING","AI chain testing involves running an AI chain and its component workers (prompts), evaluating the running results, and debugging and fixing unexpected behaviors. Similar to traditional testing, we can perform unit tests for each worker, integration (interface) tests for cooperating workers, and system tests for the entire AI chain."
"doi:10.1145/3638247","CAP_DEBUGGING","In debug mode, workers will be executed one at a time... After a worker finishes running, the execution will be suspended, and the user can check if the outputs in the Block Console match their expectation"
"doi:10.1145/3597503.3608137","CAP_DEBUGGING","Our AdbGPT is implemented as a fully automated bug replay tool."
"doi:10.1145/3597503.3608137","CAP_TESTING","Our AdbGPT is implemented as a fully automated bug replay tool."
"doi:10.1145/3597503.3608128","CAP_CODECOMP","Developers are most motivated to use AI programming assistants because they help developers reduce key-strokes... We found participants also utilized AI programming assistants to do short autocompletions of code."
"doi:10.1145/3597503.3608128","CAP_TESTING","Participants reported using AI programming assistants for quality assurance, such as... ""[producing] a lot of test cases quickly"" (P356)."
"doi:10.1145/3597503.3608128","CAP_DOCGEN","A few participants used AI programming assistants to generate documentation. One participant noted generating documentation helped with collaboration: 'I mainly use it to...annotate my code for my colleagues.' (P258)"
"doi:10.1145/3597503.3639201","CAP_DEBUGGING","Task 1: Participants needed to create their own git branch and debug code functionalities in their branch (3 subtasks)."
"doi:10.1145/3597503.3639201","CAP_REFACTORING","Task 2: The second task focused on improving code quality by identifying and removing code smells."
"doi:10.1145/3597503.3639176","CAP_CODEGEN","we sample and manually generate 1,140 code bodies using GitHub Copilot. Our experiments show that GitHub Copilot can generate code with the symptoms of SATD, both prompted and unprompted."
"doi:10.1145/3597503.3639176","CAP_REFACTORING","we demonstrate the tool's ability to automatically repay SATD under different circumstances"
"doi:10.1145/3597503.3639157","CAP_TESTING","generate test scenarios with high feasibility and coherence... The user study further proves the effectiveness of our generated test scenarios in supporting exploratory testing."
"doi:10.1145/3613905.3650764","CAP_CODEGEN","Large language models (LLMs) have shown remarkable abilities to generate code."
"doi:10.1145/3613905.3650764","CAP_DEBUGGING","can generate helpful reasoning about embedded design tasks, as well as specific debugging suggestions for both novice and expert developers"
"doi:10.1145/3597503.3639180","CAP_TESTING","We propose GPTDroid for automated GUI testing, which asks LLM to chat with mobile apps by passing the GUI page information to LLM to elicit testing scripts, and executing them to keep passing the app feedback to LLM, iterating the whole process."
"doi:10.1145/3613904.3642016","CAP_TESTING","ChainForge provides a graphical interface for comparison of responses across models and prompt variations... designed to support three tasks: model selection, prompt template design, and hypothesis testing (e.g., auditing)."
"doi:10.1145/3613905.3650896","CAP_CODETRANS","Title states 'LLM-based Code Migration'"
"doi:10.1145/3597503.3639154","CAP_CODECOMP","Currently available as an extension for the VSCode text editor, Copilot takes into account the surrounding context of a program and generates possible code completions for the developer."
"doi:10.1145/3651990","CAP_CODEGEN","AI-Powered Code Generation Tools"
"doi:10.1145/3613905.3650844","CAP_REQENG","efficient knowledge acquisition and requirements elicitation"
"doi:10.1145/3613905.3650844","CAP_TESTING","useful for simple quality assessment tasks"
"doi:10.1145/3613905.3650756","CAP_CODEGEN","Specifcally for code generation, they highlighted the necessity of constraining the output to ensure 'executable' code that adheres to only 'methods specifed in the context' and avoids errors, such as hallucinating 'unsupported operators' or 'SQL ... in a diferent dialect.'"
"doi:10.3390/app14093780","CAP_CODEGEN","code generated using an AI model such as ChatGPT, showcasing the creation of a web application database, SQL queries, and PHP server-side"
"doi:10.3390/electronics13091644","CAP_REFACTORING","The paper introduces an AI-driven pipeline utilizing ChatGPT to automate the detection and resolution of data clumps in software repositories."
"doi:10.1145/3644815.3644948","CAP_TESTING","In this paper, we present VaryGen, an approach for using LLMs for test input generation that produces similar questions from unstructured text documents."
"doi:10.1109/tse.2024.3364675","CAP_COMMITMSG","The paper investigates the performance of automated approaches (NNGen, CoRec, FIRA, CCRep) and LLMs (UniXcoder, ChatGPT) for generating commit messages from code diffs."
"doi:10.1145/3610977.3634969","CAP_CODEGEN","We introduce a novel integrated development system, Alchemist, that leverages LLMs to empower end-users in creating, testing, and running robot programs using natural language inputs"
"doi:10.1145/3610977.3634969","CAP_TESTING","empower end-users in creating, testing, and running robot programs using natural language inputs"
"doi:10.1145/3644815.3644949","CAP_CODEGEN","StackSpot AI created the class as I requested. Indeed, I am quite amazed here."
"doi:10.1145/3644815.3644949","CAP_TESTING","I asked him [the tool] to generate unit tests, he did, the tests were good."
"doi:10.1145/3644815.3644949","CAP_DOCGEN","automate common software engineering tasks, such as creating tests, documenting code"
"doi:10.1145/3644815.3644945","CAP_TESTING","All question and answer pairs were then validated with OpenAI evals... Manual inspection... was analysed to identify the patterns."
"doi:10.1109/iciibms62405.2024.10792720","CAP_TESTING","harnessing pre-trained Large Language Models (LLMs) for generating concrete test cases from natural language requirements given in user stories"
"doi:10.3390/app14031046","CAP_CODEGEN","Aiming at the need for automated code generation in safety-critical domains such as nuclear energy and the automotive industry, this paper conducts a case study on generating safety-critical software code using GPT-4 as the tool."
"doi:10.1145/3626252.3630909","CAP_CODEGEN","Their task is to devise a prompt that would guide an LLM to generate the code required to solve the problem."
"doi:10.1109/seaa64295.2024.00027","CAP_TESTING","AGORA... leverages Large Language Models to automate the definition of acceptance test cases from use cases."
"doi:10.14569/ijacsa.2024.0150168","CAP_REQENG","Our first use of ChatGPT is when we demonstrate its capabilities for idea generation."
"doi:10.14569/ijacsa.2024.0150168","CAP_SYSDESIGN","A showcase on how to create a relational DB that covers their functional requirements is done."
"doi:10.14569/ijacsa.2024.0150168","CAP_CODEGEN","This is followed by asking for the insert statements that are used to seed the finished database."
"doi:10.14569/ijacsa.2024.0150168","CAP_TESTING","The current idea is to use GPT to automate test creation process for the tasks that are given to the students for each workshop."
"doi:10.1109/spw63631.2024.00014","CAP_CODEGEN","Then, we asked ChatGPT the same SO questions, gathering the generated code for comparison."
"doi:10.1109/spaccs63173.2024.00012","CAP_REQENG","This study explores how ChatGPT can benefit requirements engineering (RE), specifically in facilitating compliance with the General Data Protection Regulation (GDPR) principle of data protection by design and default. In particular, our research objective is to evaluate ChatGPT's ability to support professionals in assessing GDPR compliance within user stories"
"doi:10.1109/icsme58944.2024.00045","CAP_DEBUGGING","Debugging and Error Resolution (129 mentions): AI chatbots play a crucial role in debugging, error explanation, and syntax resolution, highlighting their importance in enhancing code quality."
"doi:10.1109/icsme58944.2024.00045","CAP_CODEGEN","Code Development and Enhancement (52 mentions): AI chatbots assist in code generation, improvement, documentation, and testing, emphasizing their significance in the coding workflow."
"doi:10.1109/icei64305.2024.10912343","CAP_PLANNING","Adversarial Search for predictive planning and counter-argument generation."
"doi:10.1109/icei64305.2024.10912343","CAP_SELFREFLECT","Genetic Algorithms for strategic evolution and adaptation"
"doi:10.1145/3636243.3636252","CAP_CODEGEN","Separate strands of recent work have shown that LLMs can accurately generate code suitable for a novice audience"
"doi:10.1145/3636243.3636252","CAP_CODESUM","they can generate high-quality explanations of code... LLMs generate clear explanations"
"doi:10.1109/fie61694.2024.10893046","CAP_REQENG","ChatGPT as a tool for problem clarification"
"doi:10.1109/fie61694.2024.10893046","CAP_SYSDESIGN","modeling assistance, system design feedback"
"doi:10.1109/fie61694.2024.10893046","CAP_CODEGEN","implementation support in a project on modeling, designing, and implementing a solution using finite state processes and concurrent programming in Java"
"doi:10.1109/telfor63250.2024.10819096","CAP_TESTING","We explore the utilization of the application artificial intelligence agents for generating and executing unit tests"
"doi:10.1109/telfor63250.2024.10819096","CAP_DOCGEN","Enhancing Software Documentation"
"doi:10.1109/telfor63250.2024.10819096","CAP_REQENG","generate user stories and unit tests"
"doi:10.1109/telfor63250.2024.10819096","CAP_MULTIAGENT","We employ behavior-driven development within a three-agent system"
"doi:10.5220/0012631600003687","CAP_REQENG","In requirements analysis, 7 respondents agreed ChatGPT significantly reduced time for defining requirements and 6 agreed it helped accurately identify needs."
"doi:10.5220/0012631600003687","CAP_SYSDESIGN","In design, 5 respondents agreed ChatGPT led to clearer, scalable architectures and 7 agreed it aligned architectural decisions with project constraints."
"doi:10.5220/0012631600003687","CAP_CODEGEN","They appreciated AI’s quick code generation and efficiency in finding tools and algorithms, reducing manual search time (P3, P4, P5)."
"doi:10.5220/0012631600003687","CAP_TESTING","In testing, it optimized processes, enabled early defect detection, and improved test coverage, with 3 to 6 respondents agreeing on its effectiveness in bug identification, risk management, and software reliability."
"doi:10.1109/compsac61105.2024.00252","CAP_CODECOMP","By suggesting code snippets and providing context-aware recommendations, students can reduce the time it takes to write and debug their code."
"doi:10.1109/compsac61105.2024.00252","CAP_REFACTORING","AI code completion tools can often suggest code refactoring options to improve code readability and performance. This might include suggesting more efficient algorithms or alternative code structures."
"doi:10.3389/fcomp.2024.1473870","CAP_CODEGEN","In this study, we analyze the efficiency of code generation by the ChatGPT chatbot for tasks usually solved within the framework of development in Java. Two types of problems were considered: simple and complex."
"doi:10.1109/tse.2024.3428972","CAP_CODEGEN","TICODER leverages off-the-shelf LLMs for generating code and tests, and provides a mechanism to check AI generated code through user-approved tests."
"doi:10.1109/tse.2024.3428972","CAP_TESTING","TICODER leverages off-the-shelf LLMs for generating code and tests, and provides a mechanism to check AI generated code through user-approved tests."
